lat,lon,id
1.311069484,103.7957691,266
1.300359494,103.7879278,267
1.299027499,103.7869075,268
1.292428116,103.7848096,269
1.294315887,103.7844659,270
1.283055273,103.7820064,271
1.276003233,103.7920302,272
1.272106958,103.8023556,273
1.270721226,103.8098837,274
1.325333069,103.8077991,275
1.369833319,103.7642345,276
1.33078047,103.7965661,277
1.335537078,103.7830303,278
1.36208434,103.7671085,279
1.37900797,103.7619229,280
1.303404106,103.852375,281
1.27979624,103.8524277,282
1.281887389,103.8485065,283
1.337344627,103.6971554,284
1.337831628,103.6971295,285
1.276447968,103.845656,286
1.306298142,103.7909301,287
1.294102756,103.8602365,288
1.277456304,103.8543123,289
1.417869037,103.833231,290
1.342661794,103.9538187,291
1.324074646,103.9294043,292
1.299078849,103.8568907,293
1.293041848,103.8529803,294
1.295446256,103.8055847,295
1.29538293,103.8054922,296
1.302077045,103.7987786,297
1.302012719,103.7987203,298
1.314078414,103.7655701,299
1.314162299,103.7657498,300
1.333581331,103.7422982,301
1.369882375,103.8498246,302
1.300436221,103.8387656,303
1.336554904,103.9334872,304
1.297699118,103.8492717,305
1.299195196,103.8508434,306
1.335311206,103.9094051,307
1.344999198,103.9389485,308
1.304889894,103.8552961,309
1.313852506,103.863074,310
1.334422577,103.9178105,311
1.340840474,103.9610431,312
1.321109116,103.8717943,313
1.354870575,103.9436782,314
1.354596339,103.9427235,315
1.335950971,103.962161,316
1.336347761,103.9328868,317
1.2981994,103.8495605,318
1.334834889,103.9631007,319
1.355553172,103.9557047,320
1.327251414,103.8827321,321
1.355853445,103.9426588,322
1.341861198,103.9613285,323
1.355588226,103.95517,324
1.30546728,103.8552446,325
1.335126266,103.9180498,326
1.342006542,103.9609606,327
1.334166075,103.9190628,328
1.313480725,103.8632192,329
1.345630588,103.9381967,330
1.326192778,103.8886152,331
1.32983077,103.8985856,332
1.292830276,103.844425,333
1.33437249,103.9191343,334
1.334863314,103.9621234,335
1.326463523,103.8837484,336
1.325145459,103.8884548,337
1.292406096,103.84417,338
1.329950828,103.8998767,339
1.33501932,103.963049,340
1.341992667,103.9616173,341
1.341037679,103.9614763,342
1.335482822,103.9618368,343
1.356970194,103.9557174,344
1.334711948,103.9628657,345
1.289405566,103.8471297,346
1.286898788,103.8460645,347
1.289000183,103.8470326,348
1.284674898,103.8428129,349
1.384979665,103.7445951,350
1.28504408,103.8444281,351
1.294247262,103.8061828,352
1.289370705,103.8169945,353
1.289485876,103.8172494,354
1.302752777,103.7980579,355
1.300241138,103.8397341,356
1.27052999,103.8623301,357
1.271437837,103.8635797,358
1.284736084,103.8444585,359
1.284274776,103.8454625,360
1.378618894,103.7613705,361
1.362474238,103.7676883,362
1.34169615,103.7759843,363
1.339981874,103.7757615,364
1.335976045,103.7845616,365
1.331521302,103.7968482,366
1.326146159,103.8078009,367
1.322684613,103.8159141,368
1.320350845,103.8256781,369
1.313617269,103.8382424,370
1.307683537,103.8483044,371
1.304214777,103.8531043,372
1.279773456,103.8526466,373
1.27952791,103.852478,374
1.279601318,103.8529081,375
1.279444369,103.8531521,376
1.279176041,103.8530138,377
1.282250664,103.8488417,378
1.282497275,103.8487733,379
1.300074703,103.7877848,380
1.293984785,103.7844905,381
1.293218803,103.7845347,382
1.306854737,103.849,383
1.378766237,103.7620344,384
1.3854,103.74456,385
1.3846,103.74447,386
1.38573,103.74447,387
1.38537,103.74411,388
1.385,103.74462,389
1.319032266,103.6604441,390
1.318837183,103.6594349,391
1.320763817,103.6489587,392
1.321243596,103.6492868,393
1.329872424,103.6392843,394
1.33018233,103.6397907,395
1.340426899,103.6372457,396
1.340940072,103.6368407,397
1.354193928,103.9426537,398
1.321561698,103.8715556,399
1.356460762,103.9545404,400
1.33492189,103.9091463,401
1.304354399,103.8326196,402
1.307169461,103.8630431,403
1.307618539,103.8626503,404
1.31178177,103.8715871,405
1.311540483,103.8717306,406
1.316487931,103.8824729,407
1.316238485,103.8824967,408
1.306563555,103.8489851,409
1.313543966,103.8547638,410
1.311883537,103.852651,411
1.311422047,103.8531994,412
1.291711661,103.8606736,413
1.332376442,103.8477238,414
1.343983341,103.7204485,415
1.341565827,103.7333931,416
1.341982089,103.7327418,417
1.342438743,103.7322202,418
1.332748685,103.7427621,419
1.333989604,103.7417599,420
1.332526235,103.7426402,421
1.398067768,103.7473299,422
1.39765548,103.7471952,423
1.397000772,103.7474319,424
1.397272512,103.7471114,425
1.358695261,103.752093,426
1.378464967,103.7492268,427
1.376564195,103.7538261,428
1.378614068,103.7582525,429
1.380745117,103.7595978,430
1.377603228,103.766793,431
1.376297117,103.7713278,432
1.379853347,103.7725906,433
1.384465072,103.7706755,434
1.387811556,103.7694099,435
1.3868327,103.7646768,436
1.382875447,103.7623258,437
1.378020384,103.7630636,438
1.377863249,103.7631785,439
1.41586536,103.9019115,440
1.415905857,103.9023616,441
1.412875735,103.9067815,442
1.412929003,103.9065108,443
1.4097025,103.9050386,444
1.409827672,103.9047923,445
1.405046028,103.9086139,446
1.402103719,103.9127546,447
1.399411467,103.9165171,448
1.394559066,103.9159355,449
1.394325611,103.9162631,450
1.393970807,103.9127087,451
1.393684652,103.9126522,452
1.399302656,103.906176,453
1.265085035,103.8225098,454
1.392158267,103.8762617,455
1.377927927,103.7627225,456
1.378024103,103.7632519,457
1.327061276,103.945723,458
1.326857748,103.9457947,459
1.315373558,103.7649821,460
1.315469129,103.7651856,461
1.307309451,103.7904492,462
1.307197257,103.7906566,463
1.306912889,103.7905994,464
1.294329909,103.8063115,465
1.396373218,103.8936849,466
1.396186971,103.8939203,467
1.397198036,103.8755664,468
1.397192459,103.8756868,469
1.398284198,103.8811392,470
1.398158791,103.8811379,471
1.397200345,103.8894074,472
1.397133477,103.889115,473
1.392026173,103.8801597,474
