id,lat,lon
BLK 454,1.35931179,103.8302885
BLK 209,1.338320507,103.7411409
BLK 376,1.318207584,103.7661532
AFT LP 96,1.398800287,103.6999918
BEF ANG MO KIO AVE 2,1.367445841,103.8322613
AFT GUL ST 3,1.319560617,103.6662279
OPP BLK 1015,1.319780473,103.8902099
MAJU CAMP,1.32679412,103.7756421
BEF AR-RABITAH MQUE,1.288509642,103.8209091
COMPOSITE TECH,1.379968465,103.9758932
BLK 691A CP,1.342536138,103.7055464
CITY PLAZA,1.315171092,103.8932451
DELFI ORCHARD,1.3069658,103.8284801
OPP VARCO,1.326707386,103.6840239
DELTA SWIM CPLX,1.288737324,103.8192798
QUEENSTOWN PR SCH,1.29686541,103.8078195
AFT EAST SUSSEX LANE,1.314745348,103.7900245
BEF VICOM,1.350329432,103.9677373
OPP LOR CHUAN STN EXIT B,1.351487701,103.8631836
BLK 354,1.33925121,103.7220871
KIM HOCK CORP PTE LTD,1.410591935,103.7524469
WHYE WAH DEVT & CONSTRN,1.413364184,103.7517698
BEF GUL CIRCLE,1.3104506,103.6666935
PARC OASIS,1.343977267,103.7346234
BT PANJANG STN EXIT A/ LRT,1.378568433,103.7620966
BLK 953,1.376679011,103.8771254
WEE KIM WEE SCH OF C&I,1.341242905,103.6790642
BLK 568,1.378167316,103.8892863
OPP S'PORE TURF CLUB,1.4240533,103.7586886
S'PORE DISCOVERY CTR,1.330426519,103.6787049
SG GEDONG CAMP,1.417475889,103.7012141
BLK 535,1.376345909,103.890534
BLK 114,1.339442843,103.7342424
AFT S'PORE FLYER,1.289378138,103.8617962
SUNTEC CITY,1.29595322,103.8579459
OPP HOTEL ROYAL,1.317496731,103.8414413
AFT SHIPYARD RD,1.311747802,103.6838515
REGENT VILLA,1.322309859,103.790947
BLK 303,1.344290985,103.7362684
TG PAGAR DP BLK F5,1.270605976,103.8305623
BLK 676 CP,1.421689672,103.8414383
TG KATONG RD STH P/G,1.300653342,103.8973684
BEF LOR 110 CHANGI,1.318517173,103.9101004
BLK 917,1.374577779,103.8839362
BLK 112,1.339581306,103.7365702
DHDECO PTE LTD,1.419205001,103.750728
TAMAN JURONG GREENS,1.336820621,103.7181089
SPRINGFIELD SEC SCH,1.35063765,103.9295458
AFT LIM CHU KANG LANE 3A,1.429304872,103.7066095
BLK 666,1.418900603,103.8406921
AFT ONE TREE HILL,1.300259069,103.823977
AFT CORPORATION PL,1.324344536,103.7218026
BLK 570,1.369474386,103.8560397
OPP WEST COAST LINK,1.29866484,103.7634118
AFT BRAS BASAH STN EXIT A,1.296394992,103.8515315
OPP REUTERS,1.290711157,103.7884306
OPP MAPLETREE BIZ CITY,1.273944646,103.7980811
BLK 687,1.375915102,103.8847056
MARINA BAY SANDS THEATRE,1.285249526,103.8606493
METTA WELFARE ASSN,1.347266917,103.9577458
HUP LECK HEAVY EQUIPMENT,1.326925777,103.7156188
HILLVIEW GREEN,1.358214317,103.7650716
TROPICAL FURNITURE LTD,1.426386141,103.7489292
BLK S12,1.297484458,103.7778705
Raya Gdn,1.346727244,103.8809294
GAS SVC INTL,1.30414828,103.7518073
OPP BOTANIC GDNS STN,1.32335266,103.8163518
PROMENADE STN,1.293336974,103.8606427
BLK 114,1.282037312,103.8067172
OPP BLK 639,1.437907596,103.8035483
SIT DOVER,1.300549877,103.7782747
SUNSHINE BAKERY,1.464131579,103.8129846
GLORIA MANSION,1.286102105,103.7802399
GES S'PORE,1.44532083,103.7756142
OPP BLK 604A,1.397272953,103.7455434
BEF GDNS BY THE BAY,1.27685151,103.8641023
AFT MANDAI RD,1.409399115,103.7796963
KOVAN STN EXIT C,1.360195309,103.8854284
BLK 101,1.371302547,103.8703254
OPP THE LINEAR,1.37440645,103.7625803
RESORTS WORLD SENTOSA,1.255769186,103.8240314
BLK 316,1.364835983,103.8969152
BLK 402,1.353167619,103.7223685
AFT DUKU RD,1.308010301,103.9035036
S'PORE INDIAN ASSN,1.318328691,103.8551001
BLK 530,1.373502428,103.8723686
OPP LOYANG WAY 4,1.37775943,103.9758717
AFT SELETAR CAMP,1.409820504,103.8726463
BLK 250,1.436132029,103.8422182
BET BLKS 523/525,1.346914928,103.7157788
PUSARA AMAN MQUE,1.372316817,103.6944689
BLK 28,1.273361686,103.8207683
AFT TRACK 11,1.409342459,103.7009754
UE SQ/BEF MOHD SULTAN RD,1.2935102,103.842707
TAMPINES CONCOURSE INT,1.35726636,103.9416972
OPP CROWN ALLIANCE INDUSTRIES,1.416363368,103.7512326
AFT LOR SARHAD,1.28068191,103.7867872
OPP BLK 522,1.37271205,103.8521455
OPP GRANDEUR 8,1.377216813,103.8463546
SBST BT BATOK DEPOT,1.340875851,103.7550607
BLK 457,1.388363347,103.7710171
BLK 233,1.35534424,103.8689241
BEF TAGORE RD,1.382639609,103.826088
OPP DYNASTY GDN II,1.323285635,103.7914893
OPP LEROY-SOMER,1.324526766,103.6856065
BLK 230,1.355735243,103.8697525
UE BIZHUB CTRL,1.391068469,103.8465674
KEW GREEN CONDO,1.318447521,103.951363
OPP LOYANG WAY 6,1.384356234,103.9734259
OPP BLK 532,1.384295112,103.7648309
OPP SUNTEC CITY,1.294758341,103.8567236
OPP PARKLAND GREEN,1.300055136,103.9062256
SBST ANG MO KIO DEPOT,1.387069973,103.8480299
BLK 117,1.340142601,103.8446571
SEMBAWANG SEC SCH,1.445017828,103.8162554
OPP NOVENA LODGE,1.323469355,103.8418778
OPP SMC MFG,1.33422808,103.6478959
BLK 673C,1.344883305,103.700961
BLK 114,1.434274307,103.8263997
BLK 229,1.342083903,103.7380016
BEF LOR SERAMBI,1.38558434,103.697741
THE PETALS CONDO,1.353035906,103.7600235
OPP PSB SCIENCE PK BLDG,1.294089914,103.7866886
OPP DULWICH COLL,1.350864603,103.7376348
OPP BLK 227A,1.40413511,103.8925269
AFT COLDSTREAM AVE,1.312645436,103.919848
NIBONG STN EXIT B,1.411296873,103.9002835
NIBONG STN EXIT A,1.411587368,103.8999991
YEO'S BLDG,1.271898018,103.8063976
BLK 10,1.440700632,103.7768359
SAMUDERA STN EXIT A,1.416530471,103.9024871
BLK 206,1.445659503,103.7732954
KHOO TECK PUAT HOSP,1.423791859,103.838814
OPP FAIRFIELD METH CH,1.279821091,103.8438625
YUSOF ISHAK SEC SCH,1.342325974,103.7591513
SAMUDERA STN EXIT B,1.416184468,103.902634
OPP BLK 25,1.366270394,103.8913163
AFT PUNGGOL PT STN,1.417230996,103.9053382
REGENT GR CONDO,1.399841921,103.7498804
BET BLKS 405/406,1.426543119,103.8494725
BEF PUNGGOL PT STN,1.417646392,103.9051538
OPP NISSIN TPT,1.329548519,103.6431819
NGEE ANN POLY,1.332521055,103.7776926
BLK 81,1.328530349,103.9400252
OPP LIM CHU KANG LANE 3,1.42766177,103.7059559
BEF PASIR RIS WAY,1.382240218,103.9463372
OPP TG RIA CONDO,1.296600883,103.8753345
AFT SMRT BUSES KRANJI DEPOT,1.435342766,103.7549339
BLK 442,1.35939358,103.9523286
NIPPON PAINT,1.323051793,103.6926547
BLK 401A CP,1.381206906,103.7691777
OPP MANDARIN ORCHARD,1.302351033,103.8369675
AFT WINDSOR PK RD,1.357817606,103.8289513
OPP SEMBAWANG PK,1.461479265,103.837562
AFT PUNGGOL DR,1.408867462,103.908666
AFT LIM CHU KANG LANE 8,1.442775204,103.7077479
BEF WEYHILL CL,1.298983686,103.7941165
JACKSON SQ,1.337738752,103.8486838
PASIR RIS INT,1.373962618,103.9492797
BT MERAH TOWN CTR,1.283928176,103.8177787
MARINA CTR TER,1.291383633,103.8614008
NOVENA STN,1.319540791,103.8435026
OPP TEMASEK POLY EAST G,1.345666607,103.9360364
AFT TRACK 14,1.374550539,103.7254257
OPP CARLISLE RD,1.315869845,103.8470063
OPP BLK 85,1.331548002,103.9383169
BLK 703,1.337588674,103.91965
KANGKAR STN EXIT B,1.383476471,103.9021271
S'PORE SWIM CLUB,1.297632703,103.8801003
OPP BT BATOK SWIM CPLX,1.34526506,103.74842
AFT PIONEER SECTOR 2,1.307332607,103.657726
OPP BLK 910,1.379407891,103.8826528
OPP PEBBLE BAY,1.297025363,103.8724557
BLK 55,1.284825224,103.8340254
OPP TEMASEK JC,1.319705339,103.9351616
BEF STH BUONA VISTA RD,1.279332062,103.7857328
BLK 203,1.336480925,103.7424671
OPP TANGLIN VIEW,1.291189242,103.8174457
BLK 298,1.403254897,103.9054633
BEF HOW SUN RD,1.345323434,103.8816134
HSE NO. 578,1.318085828,103.7879394
WOODLEIGH STN EXIT B,1.338494378,103.8704547
BLK 303D,1.40401012,103.9048548
OPP BLK 271,1.377605369,103.7739695
BLK 207,1.338543149,103.7417019
BLK 444,1.358537967,103.951167
OPP BLK 506A,1.373051897,103.8752685
OPP BLK 108,1.367820238,103.9565245
OPP BLK 188,1.34399904,103.7102713
BEF JURONG LODGE 1B,1.352887679,103.7304422
BEF SEVENTH-DAY ADVENT CH,1.336447722,103.7396974
OPP THE MIDTOWN,1.370304728,103.8959531
S'GOON STADIUM,1.354917106,103.8745618
BLK 342B,1.430228886,103.8451869
YUHUA SEC SCH,1.347520659,103.7231631
AFT CHONG PANG CC,1.431458053,103.8295509
BEF BT MERAH CTRL,1.281416538,103.8183688
SCH OF CEE,1.346334624,103.6785031
OPP MARANATHA B-P CH,1.387933188,103.9818735
OPP JURONG INSP CTR,1.311970524,103.658705
AFT LOYANG WAY 1,1.374058388,103.9724695
Blk 483,1.45588454,103.814944
AFT OLD TAMPINES RD,1.376869266,103.9138979
BEF ZION FULL GOSPEL CH,1.297958777,103.8305343
OPP BLK 232,1.358968316,103.8891646
BLK 158,1.292554191,103.8031057
BLK 289,1.3794458,103.7405261
BLK 203,1.320813692,103.7620904
BLK 501,1.349852357,103.7193511
BLK 311,1.330169059,103.9037949
OPP TOA PAYOH STN,1.332983015,103.8465292
BLK 561,1.370367154,103.8582472
BLK 220 CP,1.325746816,103.935317
OPP AUTOBACS,1.346910118,103.7645169
BLK 252,1.342661063,103.7374369
OPP KEPPEL DP BLK 517,1.268320801,103.8282329
LP 159,1.410734806,103.7831329
BEF TRACK 33,1.372110606,103.6903757
CORONATION PLAZA,1.32400274,103.8102116
BLK 511,1.433129262,103.7881579
OPP MIDVIEW BLDG,1.339619844,103.7577672
OPP SIA HUAT,1.29943538,103.7525655
BEF TRACTOR RD,1.323267333,103.7095651
TAMPINES INT,1.354801894,103.9436442
AFT BAKER ST,1.40240152,103.8707366
TRELLIS TWRS,1.329930281,103.8439046
BLK 416,1.328810233,103.9307938
AFT W'LANDS RD,1.424867802,103.7568358
OPP BLK 210,1.383026332,103.7485931
BLK 861,1.349491965,103.6971106
BLK 158C,1.387841297,103.9067763
BET BLKS 757 / 758,1.350340432,103.7007495
BLK 507,1.374246763,103.8507606
AFT NIRVANA MEMORIAL GDN,1.369958375,103.6873649
OPP S'PORE POLO CLUB,1.331577836,103.8389067
YCH DISTRIPK,1.317665326,103.6564166
OPP TEMASEK POLY WEST G,1.348439118,103.9298219
BLK 315,1.359891698,103.7464313
AFT PASIR RIS DR 3,1.374535946,103.9481382
OPP YIO CHU KANG STN,1.381519275,103.8438719
HOTEL GRAND PACIFIC,1.296916385,103.8525546
LOYANG VALLEY,1.369514014,103.970593
BLK 483,1.376226661,103.7378592
OPP GREAT WORLD CITY,1.293593714,103.8328466
LIP GUAN IND,1.43485527,103.7552163
AFT SLE,1.39810865,103.8288131
OPP BLK 538,1.376141673,103.8533393
CH OF OUR LADY OF LOURDER,1.30324001,103.855423
NORTHVALE CONDO,1.387709918,103.7459036
BLK 29,1.325430175,103.8593822
OPP BULLION PK,1.392568713,103.8368598
PASIR RIS ELIAS CC,1.3786897,103.9426859
BEF KIM YAM RD,1.295774178,103.8395743
OPP BLK 504,1.374686721,103.8478017
Opp Blk 589,1.427362355,103.7957198
BLK 511A,1.388499861,103.7408718
OPP BLK 469B,1.44774792,103.813588
BLK 485,1.374130001,103.960974
OPP BLK 102,1.347477849,103.7482888
BEF DAIRY FARM EST NTH GATE,1.364923393,103.7685455
BLK 115,1.348156898,103.84846
BLK 429,1.370038238,103.9569039
OPP BLK 632 CP,1.384643609,103.7577718
AFT PANDAN RD,1.302996116,103.7459578
WEST VIEW PRI SCH,1.383746364,103.7606945
BEF JLN BUMBONG,1.417807343,103.7547855
SEAMAP,1.347774005,103.97213
BLK 610,1.304803796,103.7693658
AFT UPP S'GOON SHOP CTR,1.353440792,103.8779448
OPP JLN TARI LILIN,1.398495634,103.8729752
BLK 701,1.430161112,103.8287894
NANYANG POLY,1.376484881,103.8500873
BLK 71,1.320694491,103.9426825
OPP PUNGGOL 17TH AVE,1.414235852,103.9094216
OPP KIM HOCK CORP PTE LTD,1.410530655,103.752279
AFT TOH TUCK RISE,1.339152224,103.7635733
BEF TOH TUCK RISE,1.339401047,103.7639057
OPP BLK 670,1.403501667,103.747729
CHRIST CH,1.333115849,103.9159963
BLK 97,1.306299606,103.8017397
AFT 888 PLAZA,1.438947018,103.794132
OPP JACKSON SQ,1.338010457,103.8482708
BLK 3023,1.329172601,103.8970613
BET BLKS 701/702,1.355947727,103.9371769
OPP BISHAN NTH SHOP MALL,1.357951598,103.8451725
OPP CORPORATION PL,1.325889855,103.719071
OPP CCK POLYCLINIC,1.381536936,103.7513802
AFT LP 161,1.404502404,103.7018533
BLK 115,1.352659225,103.8883713
OPP KYOCERA CHEMICAL,1.327470552,103.6455498
EXPO HALLS 1/2/3,1.3332124,103.9561696
OPP LIM CHU KANG LANE 4,1.433531837,103.7079172
RIVIERA STN EXIT A,1.394161906,103.91607
BLK 190,1.344987139,103.7461301
PASIR RIS INT,1.374202535,103.9497612
OPP ST. ANDREW'S VILLAGE,1.32852369,103.8663622
OPP JURONG TOWN HALL,1.329951339,103.7429281
BLK 254,1.349354281,103.7579381
BLK 726 CLEMENTI WEST MKT,1.304238696,103.76452
SANMINA-SCI,1.308020993,103.7337207
AFT FIFTH LOK YANG RD,1.327639081,103.6855426
OPP BLK 13,1.286068723,103.8386912
AFT STEVENS STN,1.319263623,103.8257131
AFT JLN BUMBONG,1.413357667,103.7559403
SIMEI GREEN CONDO,1.341231725,103.9570701
PASIR LABA CAMP,1.330968233,103.6738475
ST. MICHAEL'S TER,1.325659323,103.8557832
OPP SELETAR AIRPORT,1.41920084,103.8638932
VARSITY PK,1.293853362,103.7670387
BLK 88,1.333282472,103.9390379
OPP BLK 793,1.441828445,103.8030896
OPP NATL JC,1.328979053,103.8025678
BLK 421,1.375086934,103.8951594
BLK 220,1.381813825,103.7453612
ST NICHOLAS GIRLS',1.372074764,103.8332154
OPP TOA PAYOH SWIM CPLX,1.331143675,103.8502036
OPP BLK 233,1.375135652,103.9621541
BLK 206A,1.386678772,103.8962908
OPP CORONATION PLAZA,1.324755651,103.8102061
BLK 969,1.378890704,103.8789124
AFT SENOKO WAY,1.466432533,103.8106917
OPP WEYHILL CL,1.299882555,103.7930138
OPP CHR COMMUNITY CHAPEL,1.269722762,103.8128477
BLK 322,1.328236355,103.9053848
BLK 888,1.351198077,103.9309621
BLK 831,1.349842271,103.9343446
OPP SPRINGLEAF NATURE PK,1.400227564,103.8171239
HOMETEAMNS,1.365461447,103.7506306
TECK GHEE CT,1.363579978,103.8479363
AFT LOYANG WAY,1.384955792,103.9718518
SIGLAP CC / OPP BLK 71,1.320997414,103.9433222
PARKVIEW SQ,1.300373892,103.8572016
AFT LCS OPTIROC PTE LTD,1.423196848,103.7501913
SIT LEY TIMBER,1.413575773,103.7518989
MARSILING PR SCH,1.43436284,103.772573
BLK 5,1.388260441,103.9872226
BLK 8,1.287119474,103.8397791
TENGAH AIR BASE,1.373696021,103.7142881
BLK 201,1.280368335,103.8271457
OPP ITE COLLEGE CTRL,1.375648923,103.855781
OPP CALTEX S'PORE,1.30454796,103.7429047
AFT KIAN TECK RD,1.329511542,103.6864965
BEF STILL RD,1.314317537,103.906908
B20 LIM CHU KANG RD,1.419168871,103.7021463
JURONG WEST SUB-STN,1.346234721,103.7029297
BEF SEAH IM RD,1.268396341,103.8162476
AFT SWAN LAKE AVE,1.319294971,103.9259461
KYOCERA CHEMICAL,1.327579782,103.645264
OPP NEWTON LIFE CH,1.314645057,103.8405858
OPP SHINGDA CONSTRUCTION,1.434709049,103.7508943
BLK 645,1.379526307,103.8426117
BLK 639,1.340858993,103.6971474
BLK 504A CP,1.373891198,103.8755172
CH OF ST MARY,1.346655964,103.7592601
ANGSANA PR SCH,1.348804939,103.9511971
GRAMERCY PK,1.299039252,103.8267571
BLK 242,1.371266165,103.9621896
BLK 666,1.439485067,103.7977643
AFT LENTOR ST,1.388666522,103.8344195
BEF BENOI RD,1.309806539,103.6792035
TG KATONG SEC SCH,1.309440907,103.8965551
BLK 231,1.33701879,103.8597198
AFT BT BATOK RD,1.347898903,103.7358273
BLK 112,1.369318191,103.8719148
AFT ESTORIL MANSIONS,1.31120525,103.8011052
OPP HOUGANG CTRL INT,1.371400615,103.8917283
HARBOURFRONT STN EXIT A,1.265958292,103.8200915
LARKIN TER,1.495439378,103.7431794
BEF KIAN TECK RD,1.327663582,103.6885732
CHANGI AIRPORT PTB3,1.356020054,103.9873427
BLK 1,1.286300415,103.8082835
BLK 664,1.436056518,103.7976152
BLK 94,1.288126941,103.8335247
BLK 592C,1.450909353,103.8284646
OUTRAM PK STN EXIT H,1.280206605,103.8402425
BLK 3,1.277462886,103.8383361
SATS CATERING,1.345500707,103.969968
BEF TG KLING RD,1.313615543,103.7012229
OPP REGENT VILLA,1.321250585,103.7900955
BLK 138B,1.336422794,103.8460577
MULTICO,1.28914153,103.6302373
BLK 229,1.348586983,103.7545484
MARKONO HOLDINGS,1.322840116,103.6987043
OPP FOUR SEASONS HOTEL,1.304544539,103.828926
BLK 163,1.320259963,103.9470272
OPP LOGISHUB @ CLEMENTI,1.326328059,103.7643346
OPP BLK 420A,1.30986961,103.7681661
HIAP SENG ENGRG LTD,1.315438783,103.6452168
OPP BLK 187,1.364572844,103.9589866
BLK 42,1.298578524,103.8023688
BEF TAMPINES AVE 9,1.362507731,103.9310644
TIONG GHEE TP,1.291239257,103.8040315
OPP WHITE SANDS PRI SCH,1.364679452,103.9618634
OPP LP 173,1.411488885,103.7000587
BEF TPE,1.376571967,103.9133792
BT VIEW SEC SCH,1.346504555,103.7518259
BKJ 515,1.332301251,103.9301327
OPP JURONG EAST WAREHSE,1.336656544,103.7494082
BLK 474,1.450521212,103.8166145
HILLVIEW APTS,1.355586938,103.7619808
BLK 191,1.343404307,103.7121367
OPP BLK 569,1.369693001,103.9484728
HUA XIN CT,1.311267315,103.9334363
OPP EVERGREEN AVE,1.31430767,103.935768
MACRITCHIE RESERVOIR,1.342177385,103.8360625
BLK 121,1.43451248,103.8299593
OPP OLD PIER ROAD,1.387562636,103.9792346
BLK 15,1.30834996,103.7883109
AFT OLD PIER RD,1.387658664,103.9783669
OPP BLK 984A,1.381881327,103.8817641
BLK 991B,1.383466303,103.8824916
T5@TAMPINES,1.37315288,103.9265722
BLK 3,1.321690367,103.9323851
BLK 4,1.291668508,103.826142
BLK 99,1.333470591,103.9388767
AFT JOO KOON CRES,1.327538331,103.674591
CASHEW PK CONDO,1.371614662,103.7675845
BEF REUTERS,1.290070328,103.7891702
BEF KIM KEAT LANE,1.324592501,103.8532441
OPP BLK 634,1.369221817,103.8780186
BLK 402,1.379199902,103.7397638
OPP HALL 6,1.347790851,103.6865037
OPP BLK 3012,1.337322324,103.950686
BLK 464,1.359867949,103.9553492
BEF TUAS STH AVE 2,1.317484674,103.6297329
BLK 106,1.353659187,103.8910022
BLK 118,1.336445706,103.7350173
BLK 509,1.333291792,103.9315435
BLK 465A,1.372333459,103.8977056
BET BLKS 705/706,1.336373809,103.9183157
PINE GR CONDO,1.319754531,103.7736234
AFT IPOH LANE,1.310870517,103.8942809
BLK 602,1.371401328,103.88699
OPP LOMPANG RD,1.381152428,103.7659084
TG KATONG GIRLS' SCH,1.307983588,103.8952161
OPP UNI-TECH CTR,1.335722201,103.7571599
BT BATOK FIRE STN,1.373940518,103.7525745
THE TEMBUSU,1.361290255,103.8903098
OPP BETHANY PRESBY CH,1.348212065,103.8801825
OPP DOWNTOWN EAST,1.376751283,103.9562447
UNITED MEDICARE CTR,1.336218593,103.8553544
BLK 608,1.420491348,103.8349728
OPP QUEENSWAY SEC SCH,1.302794833,103.8012253
OPP QUEENSTOWN PR SCH,1.297085677,103.8076812
BLK 874,1.354058833,103.9314436
BLK 532,1.384483664,103.7650455
POLICE PASS OFF,1.385167364,103.9997667
OPP BT PANJANG PR SCH,1.373209617,103.7702561
BEF ORCHARD BLVD,1.302739448,103.8299127
ST. TERESA'S CH,1.273787339,103.8285241
AFT TUAS AVE 5,1.317287265,103.6582332
BEF ANG MO KIO AVE 9,1.385625602,103.8459411
OPP BLK 55,1.273198688,103.8130092
AFT ANDREWS AVE,1.458739684,103.836554
AFT BLK 272,1.378513594,103.7435161
OPP TAN TONG MENG TWR,1.327762635,103.8408974
BLK 617,1.377280341,103.8379142
BLK 421,1.348569124,103.8748322
BLK 149,1.277422028,103.8321581
BLK 537,1.378050111,103.8895492
BLK 5056,1.374956468,103.861755
OPP UE BIZHUB CTRL,1.391263926,103.8460583
OPP NANYANG POLY,1.3783263,103.8472053
AFT YIO CHU KANG RD,1.389381836,103.8406743
OPP BLK 219,1.373563472,103.7729091
OPP BLK 649,1.377185924,103.8434043
KHATIB CAMP,1.424343596,103.8256465
JURONG SHIPYARD,1.303978202,103.697289
AFT SWISS CLUB RD,1.33325962,103.7921565
LP 162,1.411112984,103.7832437
OPP EASTERN LAGOON II,1.312716795,103.9341507
OPP DEDAP RD,1.389306434,103.8655683
BLK 9,1.307599375,103.79429
BLK 702,1.391375654,103.7451666
BLK 55,1.325449126,103.9421108
OPP TANOTO SHIPYARD,1.305031505,103.6968646
BLK 308,1.367159021,103.8963638
BLK 236,1.434291516,103.8391983
BLK 125,1.323155547,103.881469
OPP WHITLEY SEC SCH,1.355746942,103.8413397
OPP BLK 1004,1.344274891,103.8477907
OPP TWINS FOUNTAIN,1.430833959,103.8005755
TWINS FOUNTAIN,1.431057784,103.800495
OPP ITE COLL EAST TEC BLK,1.335499664,103.9532101
SOMERSET STN,1.300317706,103.8387003
BLK 583,1.43033165,103.7948529
BLK 464,1.376839891,103.7362876
BEF ROSEBURN AVE,1.314731859,103.9189692
BEF LIM CHU KANG LANE 6,1.436581581,103.7081195
OPP BLK 121,1.434930184,103.8303063
ASIA RATTAN,1.416562796,103.7513767
SERANGOON INT,1.350458941,103.8717396
OPP PALM ISLES,1.357120498,103.965174
BEF TUAS STH AVE 6,1.30520069,103.6255704
OPP BLK 655 CP,1.334654368,103.6978948
BLK 202,1.340826184,103.849806
BLK 402,1.431889892,103.7719592
BEECHAM PTE LTD,1.334989856,103.7092228
THE GREENWICH,1.387755476,103.8699015
AFT MURAI FARMWAY,1.385402386,103.6974396
WEST SPRING SEC SCH,1.387004042,103.7605836
REVIVAL CTR CH,1.318758962,103.8464767
AFT LOR 34 GEYLANG,1.314038622,103.8873457
BEF ANG MO KIO AVE 1,1.369442227,103.8286233
OPP TEMASEK POLY,1.347020921,103.9328165
BLK 230B,1.354949273,103.9509261
BT GOMBAK STADIUM,1.357362853,103.7531352
AFT BUANGKOK DR,1.382932986,103.8891054
BLK 471A,1.395875806,103.8803794
BLK 827,1.349753422,103.9341197
BLK 121E,1.386041677,103.9063122
OPP CP C3,1.302470756,103.9147815
ALLIANCE BLDG,1.337205463,103.7522927
OPP CANBERRA STN,1.442763963,103.8304192
SHUNFU EST,1.349299702,103.8373499
AFT MOONSTONE LANE,1.327019256,103.8673428
BT BATOK DRIVING CTR,1.367586278,103.7501228
AFT WOODLANDS DR 53,1.431651871,103.798188
OPP KEPPEL LOGISTICS,1.309122874,103.6749908
LOR 1 GEYLANG TER,1.310395635,103.8717963
AFT LP 93,1.398544573,103.699667
POLICE TACTICAL TRG CAMP,1.410003598,103.7664596
OPP SLS,1.276443408,103.6357358
THE MINTON,1.351090947,103.8821352
CANBERRA STN,1.442610621,103.8301515
OPP BLK 471A,1.395423382,103.8809707
AFT ANG MO KIO AVE 2,1.367860775,103.8318029
OPP GREENVIEW SEC SCH,1.369637801,103.9641513
BLK 555,1.367943523,103.9517112
BLK 573A,1.431531333,103.7981004
BLK 459B,1.393796873,103.8693033
OPP BLK 459B,1.392876367,103.8689757
S'PORE SCIENCE PK II,1.287959983,103.7787534
OPP BLK 20,1.450710781,103.8102582
OPP BOSCH,1.346853721,103.8416563
OPP MELATI BLK 2,1.276300614,103.8312675
WASON WOOD IND,1.429339313,103.7472342
OPP BLK 565,1.368902932,103.8582652
OPP WOODGROVE SEC SCH,1.429265085,103.7979795
OPP SEAGATE,1.377407865,103.8716362
AFT BLK 182,1.36496026,103.9618283
OPP ASIA-PACIFIC BREWERY,1.338615873,103.6474594
PUNGGOL PK,1.374980747,103.897803
BET BLKS 201/202,1.430458403,103.8377438
BLK 119D,1.385986444,103.9035114
OPP TAMPINES CHANGKAT CC,1.345494564,103.946999
BLK 116,1.284917324,103.8209955
BLK 644,1.348742876,103.7521192
OPP FORMER RAILWAY STN,1.272358454,103.838523
OPP BLK 515,1.346481647,103.7214683
AFT PAYA LEBAR CRES,1.34861176,103.8804426
BLK 92B,1.275660425,103.8068263
NATL OXYGEN PTE LTD,1.307788949,103.6986514
SUNSET WAY P/G,1.326135621,103.7659228
BLK 422,1.367805852,103.8506034
FUCHUN CC,1.429269944,103.7750982
BEF BUANGKOK DR,1.382991956,103.8895838
OPP SO SOFITEL S'PORE,1.280197034,103.8495396
KEPPEL WORKSHOP,1.272182286,103.8339316
OPP BLK 203A,1.386076012,103.8950668
OPP FERNVALE STN,1.390984352,103.8769841
BLK 405,1.37367159,103.9561062
KEPPEL SHIPYARD,1.295529083,103.6709645
BEF JURONG PORT RD,1.314728032,103.7180428
AFT BOON LAY SUB STN,1.32805373,103.7514612
UPP SELETAR RESVR,1.405582233,103.8079833
BLK 162B,1.396721341,103.9146495
COVE STN EXIT B,1.398885572,103.906767
BLK 15,1.448005599,103.8095567
NUS RAFFLES HALL,1.300956003,103.7726729
CHINESE GDN,1.338874927,103.7241396
OPP BLK 502,1.383577575,103.7659767
BEF AL-MUTTAQIN MQUE,1.370793585,103.8456581
CHUAN TERR,1.362444561,103.8677486
BLK 141,1.3480761,103.9451798
MARITIME HSE,1.276788712,103.840568
BEF ADMIRALTY RD WEST,1.454733011,103.8008367
OPP TRUSSCO PTE LTD,1.314953397,103.6537868
BLK 200,1.34247722,103.7143923
BEF TAI SENG CHR CH,1.35996161,103.8739416
OPP JURONG LAKE,1.344472444,103.7274582
OPP GLAD TIDINGS CH,1.362700595,103.8876205
BLK 630,1.417806674,103.8377196
FAR EAST LEVINGSTON,1.304813883,103.6921491
BEF TAGORE DR,1.385290823,103.8232522
STAMFORD PR SCH,1.304031634,103.8587842
PARC OLYMPIA,1.356096237,103.9654766
OPP BLK 22,1.453326082,103.8108829
BLK 110,1.281644462,103.8092369
OPP BLK 657 CP,1.334661978,103.7009672
EUNOS MANSIONS,1.328735114,103.9055153
BLK 731,1.428554307,103.830569
GAN ENG SENG SEC SCH,1.290625895,103.8235321
MERDIAN STN EXIT A,1.396489721,103.9092147
AFT PEGU RD,1.323942057,103.8515459
HOE KENG MOTOR,1.324669091,103.6956638
BLK 102,1.32546208,103.9111113
AFT LOR 28 GEYLANG,1.313538405,103.8848321
NCS HUB,1.389103526,103.8437626
OPP WOODLEIGH PK,1.335900069,103.8705066
OPP VIVOCITY,1.265956337,103.8224083
PIONEER STN EXIT B,1.337777377,103.6971496
BEF SG SELETAR BRIDGE,1.402089663,103.8273667
CHANGI AIRPORT PTB2,1.355018573,103.9891614
