id,lat,lon
OPP BLK 392,1.428745502,103.8495459
OPP ONE-NORTH STN,1.298488588,103.7872013
BEF CHANGI AIRPORT PTB3,1.346170161,103.9835721
BLK 55,1.355872361,103.6860577
BEF JLN BUROH,1.31577864,103.7099374
Blk 436A,1.392931774,103.8759524
OPP BLK 317,1.317343619,103.7639544
BLK 643,1.37724934,103.8406721
RIVERVALE PR SCH,1.393216992,103.9039981
AFT DUNMAN RD,1.310433396,103.8941306
OPP SAM MCCOY ENGRG,1.330250786,103.7050515
OPP BLK 225A,1.387427098,103.8979273
BEF OLD UPP THOMSON RD,1.387205027,103.8196075
BLK 145,1.430635633,103.8322509
OPP BLK 511A,1.388549725,103.740471
BEF PUNGGOL 17TH AVE,1.413372836,103.9092628
BET HSE NO. 767/767A,1.300633969,103.8925548
ECON GROUP,1.437070342,103.7457334
BLK 102,1.319764005,103.8819605
BEF LEWIS RD,1.321014807,103.8234746
BLK 254,1.361997918,103.8424288
EDWARDS LIFESCIENCE,1.346879045,103.9677669
CTRL GRANITE IND,1.438305396,103.7436581
ZHENGHUA PR SCH,1.379137207,103.7693753
KING ALBERT PK,1.336893711,103.7803311
BLK 872,1.44414142,103.7893336
BLK 830A,1.370675424,103.890832
EUROKARS CTR,1.402707978,103.754675
FENGSHAN PR SCH,1.330893677,103.9322556
AFT TURNHOUSE RD,1.390740339,103.9798728
BEF THOMSON HILLS DR,1.380274327,103.8323537
OPP YISHUN SPORTS HALL,1.412834328,103.8308599
OPP BLK 244,1.366952901,103.8339736
AFT JI XIANG CT,1.312994208,103.9106187
BEF JURONG PORT RD,1.324180815,103.7237027
OPP DOWNTOWN EAST,1.375061905,103.9539434
NTUC FAIRPRICE,1.312416569,103.7658391
BLK 267,1.348960332,103.7606862
BEF SHENTON WAY,1.273025372,103.8466342
HALL 1,1.345566624,103.6878573
BET BLKS 453/454,1.372093151,103.9576
MSD,1.326974972,103.6317587
3NC S'PORE,1.322339673,103.6448418
BLK 331,1.36386388,103.7471826
LITTLE INDIA STN EXIT A,1.30593235,103.8492289
OPP W'LANDS SPECTRUM 1,1.453036425,103.8078395
BEF SIA HUAT,1.299364995,103.7520545
AFT SCANIA S'PORE,1.46624244,103.803872
OPP LP 160,1.404386726,103.7016773
BEF CHOA CHU KANG RD,1.37492222,103.6955277
OPP BLK 169,1.351043487,103.8902667
OPP BT MERAH TOWN CTR,1.284252148,103.8175571
BLK 407,1.319195951,103.7484404
AFT LOR H TELOK KURAU,1.316276783,103.9090497
BLK 79 FC,1.326277604,103.8851406
BLK 8,1.306221613,103.7943437
OPP BLK 134D,1.341306618,103.7221196
OPP JLN BAHTERA,1.423253944,103.7040579
FU LU SHOU CPLX,1.301759381,103.8545677
BLK 416,1.31778504,103.8972577
OPP BLK 144,1.435624023,103.7721102
BLK 653B,1.336416567,103.6963798
OPP PERPETUAL SUCCOUR CH,1.32136624,103.9174896
OPP RIVERVALE PR SCH,1.393079218,103.9036708
BLK 503,1.356585905,103.9453047
OPP BLK 28,1.285905395,103.8092417
OPP BLK 21,1.31252655,103.792479
BLK 873,1.415413521,103.8365131
BLK 18,1.285828297,103.8322686
OPP BLK 709,1.36754143,103.8887265
AFT TAMPINES AVE 5,1.359192693,103.9305655
SANT RITZ,1.3297723,103.8689359
BLK 634,1.396380428,103.7495751
KENT RIDGE STN EXIT B,1.292456007,103.784695
OPP SBST HOUGANG DEPOT,1.344295678,103.8910042
CP A,1.267316394,103.8010741
W'LANDS SUNNY FOOD,1.462403923,103.8090365
DNV GL LABORATORY,1.320226589,103.6755155
POTONG PASIR CC,1.332355326,103.8670844
PK SHORE CONDO,1.297006424,103.8695323
LENG KWANG BAPTIST CH,1.3191494,103.8292504
ST VINCENT DE PAUL CH,1.38259375,103.8767133
OPP TUAS LK STN,1.342151375,103.6377021
OPP WASON WOOD IND,1.429281476,103.7470533
AFT FRANKEL TERR,1.318657081,103.914622
AFT ALEXANDRA RD,1.272708503,103.804116
OPP BLK 73,1.287768935,103.8179658
FAR EAST PLAZA,1.307248258,103.8331373
BLK 298,1.344673248,103.746231
BEF BLK 187,1.364729566,103.9591055
MELATI BLK 2,1.275861911,103.8301171
OPP KENT RIDGE STN EXIT A,1.294895369,103.7846513
AFT KEMPAS RD,1.315330076,103.8595029
BLK 129,1.369675648,103.8420087
AFT TUAS WEST ST,1.332218579,103.6340599
BEF CHANGI STH ST 1,1.335263356,103.9702841
BLK 524B,1.370516784,103.9471604
OPP ENGINE TEST FACILITY,1.376622362,103.9772295
BLK 716,1.338177562,103.925416
BLK 524B,1.369828638,103.9466848
TAI SIN ELECTRIC CABLES,1.311123791,103.6619933
AFT FURAMA RIVERFRONT,1.286163517,103.8349414
DUNMAN SEC SCH,1.361815593,103.9551462
BEF BEGONIA RD,1.390103313,103.8626663
AFT KIAN TECK RD,1.330774011,103.6881874
AFT LIM CHU KANG LANE 8,1.438328221,103.7080209
OPP S'PORE BOTANIC GDNS,1.306486078,103.8192515
BLK 510,1.332264372,103.9303185
OPP TOYO INK,1.327384426,103.6724473
OPP 888 PLAZA,1.436759203,103.7947635
KEPPEL SHIPYARD,1.301758813,103.6774731
BLK 140,1.278596512,103.8294716
AFT HAW PAR GLASS TWR,1.296166184,103.8440893
OPP BLK 237,1.355195363,103.9471629
OPP TAN TOCK SENG HOSP,1.318962151,103.8491931
BLK 151,1.345700672,103.957713
OPP BT PANJANG STN,1.377635739,103.7631037
BLK 140,1.33518649,103.914006
TELETECH PARK,1.28730501,103.7822715
NIPPON,1.32452449,103.6927012
AFT TRACK 33,1.37210518,103.6901573
BLK 101C CP,1.339192879,103.846762
BS DEVELOPMENT,1.318182362,103.6394559
888 PLAZA,1.437764025,103.7956727
ABBOTT,1.284890486,103.628216
BLK 962,1.341954745,103.6912451
OPP HOTEL MIRAMAR,1.289090042,103.8369569
BLK 874A,1.353061414,103.9319511
BLK 425,1.36939911,103.9551105
OPP BLK 224,1.343569916,103.9577847
PASIR PANJANG CTR,1.274477843,103.7966231
BEF TUAS STH AVE 14,1.276348888,103.6215154
CHIA HOCK TRADING CO,1.317867628,103.6473205
PROGRESS GALVANIZING,1.318751874,103.6481516
BEF TUAS AVE 18A,1.322441648,103.6349747
OPP BLK 310B,1.390056146,103.8845433
CHINESE HIGH SCH,1.327076168,103.8056994
CIVIL DEFENCE ACAD,1.366074507,103.6933203
OPP TOA PAYOH POLYCLINIC,1.33537427,103.8587026
UNIFINE STAR PETROCHEM,1.320433311,103.6370983
OPP FREESIA WOODS CONDO,1.324108427,103.7669486
SENGKANG INT,1.391275674,103.8964877
BLK 459,1.358542764,103.9542265
AFT SECOND LOK YANG RD,1.327660307,103.6909298
LTH LOGISTICS,1.306012424,103.7366777
OPP BLK 174,1.437882065,103.8314694
BLK 641,1.34074636,103.6958415
GOLDEN HILL EST,1.354572869,103.8613326
AFT TG KATONG CPLX,1.317393904,103.894918
HALL 15,1.35321359,103.6818996
BLK 111,1.384578361,103.9005673
AFT SG GEDONG CAMP,1.416788695,103.7010669
KALLANG BASIN SWIM CPLX,1.323475417,103.8724707
S'PORE BIBLE COLLEGE,1.325581178,103.8135153
OPP BLK 454,1.35947317,103.8301006
LOYANG IND EST,1.371235949,103.9718311
OPP 112 KATONG,1.304771187,103.9059363
BLK 634,1.369887731,103.8779888
BEF CARLTON AVE,1.316587947,103.9206932
OPP WELLINGTON PR SCH,1.453094719,103.8227749
OPP BT BATOK DRIVING CTR,1.367664964,103.7502912
SIN MING PLAZA,1.352967851,103.8357646
BLK 53A CP,1.293084113,103.8074113
OPP S'PORE EXPO,1.330944623,103.9578565
BLK 1,1.279380257,103.8173659
OPP PENSHURST PL,1.363083054,103.8658528
OPP S'PORE SWIM CLUB,1.297790041,103.8798841
NORTHLIGHT SCH,1.318740217,103.8549323
BEF BENOI BASIN,1.302042193,103.679529
AFT CHUAN GDN,1.36136977,103.8681094
OPP BLK 200B,1.386464387,103.8926444
CORAL EDGE STN EXIT B,1.394435571,103.9121739
OPP BLK 668,1.333353241,103.9095053
BLK 671A CP,1.332965143,103.9094012
OPP BLK 115,1.352228372,103.8877758
OPP MET YMCA,1.31661756,103.8258561
BLK 54,1.324012929,103.867578
OPP JURONG SEC SCH,1.330649208,103.723115
BEF CP D5,1.305940083,103.9270457
SEMBAWANG CAMP,1.463343578,103.8165894
AFT BLK 156,1.317582908,103.9450967
OPP COURTS ANG MO KIO,1.373532833,103.8449866
BLK 869,1.442786693,103.7943643
REDHILL STN,1.289448405,103.8168173
JAMIYAH HALFWAY HSE,1.289813578,103.7754524
BLK 104A CP,1.288590924,103.8219205
HALL 2,1.349099318,103.6854721
BEF TUAS AVE 20,1.322176743,103.635069
AFT DEFU AVE 1,1.361455062,103.8944462
BLK 231,1.348930425,103.7544028
LAGUNA NATL COUNTRY CLUB,1.327522128,103.9669756
AFT MUSLIM CEMY PATH 17,1.382900558,103.6970077
BEF WALTON RD,1.300650196,103.8931489
AFT TUAS STH AVE 4,1.314797024,103.6287558
OPP FAIRFIELD METH PR SCH,1.300056471,103.7846167
OPP BLK 484A CP,1.456248205,103.8146452
PUNGGOL SEC SCH / BLK 601B,1.401917443,103.9078971
SCIENCE PK,1.289505671,103.7917831
BLK 358,1.427112108,103.8461478
THE JAPANESE SCH,1.353326198,103.965955
OPP BLK 53,1.318585459,103.8801693
BEF BRADDELL RD,1.341500062,103.8704693
W'LANDS AUTO HUB,1.452437322,103.792504
BEF IKEA IND BLDG,1.288951046,103.8060512
BLK 202,1.372345737,103.7744521
BEF SEAGATE,1.378856476,103.8712761
BLK 3012,1.336439204,103.95099
AFT CLEMENTI RD,1.292274198,103.7662908
PAYA LEBAR AIR BASE,1.344848859,103.8992158
BLK 106,1.436358218,103.7824866
BLK 14 MKT / FC,1.315673103,103.8955034
SUMMER PL,1.356807593,103.8681557
AFT MT SINAI LANE,1.314595698,103.7849576
SOON LEE BUS PARK,1.330718048,103.698075
OPP TOH GUAN CTR,1.33734067,103.7543533
YISHUN SEC SCH,1.427169977,103.8289646
CASA SARINA,1.319717149,103.9073565
RAFFLES PL STN EXIT F,1.282161912,103.8509196
BET BLKS 325/326,1.444374825,103.8188223
OPP ONE AMBER,1.302733977,103.8992982
OPP BLK 325,1.444114692,103.8188164
BEF BAKER ST,1.402825046,103.8706538
OPP WOODSVALE CONDO,1.444250553,103.8071027
BLK 550,1.43298656,103.794556
NATSTEEL,1.305901927,103.7008622
WISMA AUPE,1.3436138,103.8825852
AFT MARSILING LANE,1.446308711,103.7770337
TAMPINES EAST CC,1.353109681,103.9548251
OPP S'PORE TPT PTE LTD,1.319667791,103.6835927
AFT MAPLE AVE,1.332562054,103.792315
OPP BLK 974,1.340021953,103.6929354
BLK 41,1.271276928,103.8231175
OPP SIMEI STN,1.341992597,103.953471
MOM SVCS CTR,1.326022299,103.8683171
BEF PASIR PANJANG PO,1.291523982,103.7707306
AFT KATONG PO,1.303857908,103.8965601
NUS BT TIMAH CAMPUS,1.322352313,103.8188852
AFT TUAS STH AVE 4,1.311310234,103.6278199
OPP MARYMOUNT STN,1.349613452,103.8397533
HAW PAR VILLA STN,1.282700201,103.7822745
BEF SUMMERHILL,1.358365703,103.7649709
WHITEHAVEN,1.289117906,103.7774268
CP B,1.267082265,103.8036897
BEF TUAS STH AVE 7,1.284422122,103.634445
AFT BT PANJANG STN,1.377794333,103.7623433
OPP BLK 742,1.376866286,103.9362898
MERIDIAN JC,1.376767924,103.93832
ASCENT,1.290742619,103.7856312
OPP ASCENT,1.291044209,103.7854602
OPP DNV GL TECHNOLOGY CTR,1.290920032,103.7870124
DNV GL TECHNOLOGY CTR,1.290742192,103.7869044
AFT LIM CHU KANG RD,1.373600675,103.6960215
BLK 322 CP,1.410763337,103.8975313
OPP BLK 322 CP,1.410520703,103.8976839
BLK 259 CP,1.404576819,103.8950312
JURONG EAST TEMP INT,1.333194434,103.7418604
BEF PUNGGOL DR,1.408808577,103.9060971
AFT PUNGGOL DR,1.4082403,103.9056845
OPP ROCHE SPORE TECH,1.296203254,103.638459
BEF HOSP DR,1.277380515,103.8362865
BLK 184,1.38007708,103.7624343
BLK 430B,1.421189427,103.8490177
OPP BLK 430B,1.420760254,103.8491137
BLK 505C,1.419572248,103.8446776
BLK 816,1.411804706,103.8340449
OPP BLK 816,1.411419944,103.833995
OPP ORCHID COUNTRY CLUB,1.415539354,103.8445514
OPP BLK 345,1.352213545,103.962031
MAPLETREE ANSON,1.274660011,103.8454514
ARC 380,1.313552924,103.8604652
KAMPONG BAHRU BUS TERMINAL,1.276013318,103.833484
OPP BLK 114,1.282195978,103.8070481
OPP BLK 91A,1.276879932,103.8064657
OPP W'LANDS IND PK D ST 1,1.429155515,103.7668276
AFT W'LANDS IND PK D ST 1,1.429346334,103.7666091
BLK 25,1.441716621,103.7710789
AFT TUAS STH ST 2,1.308595786,103.6268225
BLK 307A,1.366251919,103.8442313
SIGLAP LK,1.307404469,103.9279444
AFT SERANGOON GDN WAY,1.36129999,103.8736423
AFT RAFFLES HOTEL,1.295360541,103.8554172
SERANGOON GDN CIRCUS,1.364010372,103.8657678
BLK 128,1.365069998,103.8725142
AFT BLK 648,1.378687371,103.8443458
OPP BLK 646,1.378586867,103.8447021
OPP SEMBAWANG HILLS FC,1.372520225,103.8284429
BEF SEMBAWANG HILLS FC,1.373704409,103.8287186
BEF ADANA @ THOMSON,1.368372174,103.8282295
DOVER STN EXIT B,1.311593912,103.7788484
DOVER STN EXIT A,1.311266545,103.7783415
BEF SWISS COTTAGE EST,1.31970866,103.8299616
BLK 694C,1.439109932,103.8057883
BET BLKS 524B/523D,1.35928112,103.939217
OPP PEI HWA PRESBY PR SCH,1.339194035,103.7770513
OPP BLK 326D,1.39601331,103.8875348
BLK 357C,1.449794921,103.8180007
OPP BLK 721,1.360581957,103.9360723
BLK 358A CP,1.448621673,103.816199
AFT PENJURU RD,1.311972356,103.7300729
BEF PENJURU RD,1.312272909,103.7304818
TUAS CRES STN EXIT B,1.321348587,103.6491149
TUAS CRES STN EXIT A,1.320805894,103.6489966
TUAS WEST RD STN EXIT B,1.329913829,103.6400193
TUAS WEST RD STN EXIT A,1.329984238,103.6392778
FUJIFILM,1.332309104,103.6449886
ST KINETICS,1.332319645,103.6451583
PEC,1.329827735,103.6477775
CAST LABORATORIES,1.329851408,103.6475728
GARMCO,1.325487574,103.6459139
LEE WELDED MESH,1.325671338,103.6458982
INVISTA,1.318225128,103.6375399
OPP INVISTA,1.318243053,103.6372711
WEST STAR,1.315534073,103.6348813
OPP WEST STAR,1.315315876,103.6351937
CROWN EQUIPMENT,1.328358054,103.6484111
PUNGGOL SEC SCH,1.402160151,103.9098352
OPP PUNGGOL SEC SCH,1.402045049,103.9099494
WYETH PHARMACEUTICALS,1.309528932,103.6356206
OPP WYETH PHARMACEUTICALS,1.310199237,103.6351826
PFIZER GLOBAL,1.301299631,103.6345745
MERCK SHARP & DOHME,1.301595604,103.6343876
OPP WESTLINK TWO,1.297544914,103.6329724
STARDUST ENGRG,1.294433305,103.6318912
CONTAINER CONNECTIONS,1.290155229,103.6313951
AFT JURONG WEST ST 51,1.345147664,103.7240701
BLK 226A,1.402424577,103.89361
BLK 224A,1.402214969,103.893601
BLK 339 CP,1.448551293,103.8169654
BLK 502A,1.450952602,103.8210444
BET BLKS 357/359,1.450182816,103.8160997
BEF JLN SAM KONG SI,1.367124357,103.925874
CITYLIFE@TAMPINES,1.360249633,103.9406326
AFT JLN SAM KONG SI,1.367631252,103.9254847
BLK 326D,1.396125738,103.8877099
OPP BLKS 741/742,1.360582331,103.9334824
OPP TG KATONG CPLX,1.316155547,103.8937877
OPP SUN PLAZA,1.447736515,103.8188968
ARIES,1.287158557,103.7826441
THE SHAUGHNESSY,1.417488619,103.8462408
OPP THE SHAUGNESSY,1.417355962,103.8458281
ORCHID COUNTRY CLUB,1.415051916,103.844353
BEF OFFSHORE MARINE CTR,1.294314807,103.6416733
AFT TUAS WEST AVE,1.332132936,103.6369845
BEF TUAS WEST AVE,1.332757924,103.636887
OPP FUCHUN CC,1.429076593,103.7745865
S'PORE ZOO,1.40457216,103.7893556
BLK 19,1.327327621,103.859966
OPP BLK 65,1.327918901,103.8582113
BLK 512A,1.414116226,103.8414255
OPP BLK 512A,1.414099697,103.8422364
BLK 504C,1.418479985,103.8432652
BEF HILLVIEW STN EXIT B,1.361588148,103.7669267
BEF PIE,1.347895477,103.7384724
AFT BT BATOK WEST AVE 3,1.348501339,103.738578
OPP BLK 635A,1.386319351,103.7563786
GLAXOSMITHKLINE,1.295719447,103.6276826
EDGEN MURRAY,1.295642382,103.6272861
Bet Blks 318A/318B,1.434231272,103.843921
BASF STH EAST ASIA,1.326850718,103.6382318
ROTARY ENGRG,1.324653986,103.6361671
W'DLANDS STN STN EXIT 2,1.427549185,103.7933103
W'DLANDS STH STN EXIT 1,1.42807562,103.7921886
BLK 691D,1.439287239,103.8057858
BLK 469B,1.424143979,103.852173
OPP BLK 821,1.347357375,103.6942093
MEDIA CAMPUS,1.294916756,103.7931088
BLK 767,1.42428703,103.8348733
AFT CARMEN ST,1.318882442,103.925003
OPP AMK IND PK 2,1.37775541,103.8620935
OPP DA DI GLASS,1.403177066,103.756274
Thong Huat Bros  Pte Ltd,1.400359105,103.7554847
Opp Yew Tee Ind Est Blk 1,1.397735605,103.7550269
Yew Tee Ind Est,1.396517966,103.7542847
Opp Yew Tee Ind Est,1.395901983,103.7543867
Yew Mei Green Condo,1.394720448,103.7518678
Opp Yew Mei Green Condo,1.395218878,103.7519827
Heavy Veh Pk,1.393350614,103.7539127
Opp Heavy Veh Pk,1.393405043,103.7542108
Aft Yew Tee Flyover,1.389743749,103.7546369
Bef Yew Tee Flyover,1.387974957,103.7553699
Bef Yew Tee Flyover,1.388233659,103.7555857
Aft Mandai Rd,1.410247514,103.7559378
Bef Mandai Rd,1.409590068,103.7556426
Opp Mandai Est,1.406848773,103.756011
AFT MANDAI EST,1.406079662,103.7563402
DA DI GLASS,1.403403236,103.7560055
BEF CHOA CHU KANG LK,1.393887635,103.7519949
BLK 540,1.392670476,103.7436206
BLK  774,1.448062241,103.7985746
OPP BLK 773,1.448001576,103.7976482
OPP KRANJI WTR RECLAM PT.,1.427504757,103.7563926
AFT KRANJI WTR RECLAIM PLT,1.4275882,103.7565951
OPP YISHUN ST 43,1.423845356,103.8523584
HOUGANG SEC SCH,1.377823453,103.8815885
HOUGANG SEC SCH,1.377151061,103.8822908
OPP HOUGANG 1,1.376082957,103.8801986
HOUGANG 1/ OPP BLK 931A,1.375956105,103.8800754
AFT TUAS STH ST 7,1.274241038,103.6323866
TUAS AMENITY CTR,1.318198855,103.6517527
BEF TUAS BAY LK,1.293379834,103.6399296
AFT TUAS BAY LK,1.29334391,103.6395117
THE INDEX,1.289008366,103.6248528
OPP THE INDEX,1.28877294,103.62514
HALLIBURTON,1.280452764,103.627201
BLK 804B,1.373009118,103.7398278
BLK 804B,1.372488206,103.7429243
OPP BLK 805D,1.371908835,103.7441396
BLK 805D,1.372108656,103.7447254
OPP BLK 485A,1.373730165,103.7382771
BLK 485D,1.373838812,103.7386522
OPP BLK 451A,1.353682636,103.7430277
PAXOCEAN,1.316729675,103.6407884
GE KEPPEL ENERGY SVCS,1.30692397,103.6653362
HIAP TECK METAL CO,1.309698193,103.6610929
OPP STEVENS STN,1.320505533,103.8274531
BEF TUKANG INNOVATION DR,1.327318283,103.7179727
OPP GRUNDFOS,1.326307429,103.7126988
BLK 302,1.33073368,103.9011442
BEF TUAS STH AVE 2,1.320074393,103.631042
WOH HUP BLDG,1.345855334,103.7725707
OPP SCH OF SCIENCE & TECH,1.312312247,103.775495
AFTER BARTLEY RD,1.342148498,103.8833592
AFT ROCHDALE RD,1.342450684,103.8837436
PAYA LEBAR GDNS,1.344158148,103.882746
BEF LIM CHU KANG RD,1.373251319,103.6961629
BT PANJANG INT,1.378303132,103.7632013
BLK 537,1.392338943,103.7442528
BLK 551,1.394179113,103.7434555
BLK 604A,1.397417218,103.7454261
OPP LOYANG PT,1.366994596,103.9658129
KOVAN HUB,1.358698932,103.8857023
TELOK AYER STN EXIT A,1.281911888,103.8488498
LOYANG PT,1.367173983,103.9643276
OPP BLK 291E,1.343786192,103.7542258
OPP THE HELPING HAND,1.357343133,103.8822718
BLK 256 / OPP LOYANG PT,1.367376722,103.9642896
THE HELPING HAND,1.357044456,103.8814893
OPP UPP S'GOON SHOP CTR,1.354404104,103.8783417
LOYANG PT,1.367139043,103.9653284
AFT TUAS WEST RD STN,1.328431383,103.6397248
AFT W/LANDS IND PK D ST 2,1.428530949,103.7622927
OPP PUNGGOL VIEW PR SCH,1.405631583,103.9043699
BEF UPP PAYA LEBAR RD,1.342076777,103.8816413
BENDEMEER STN EXIT B,1.313573334,103.8631456
BEF W'LANDS IND PK D ST 2,1.429244092,103.7617215
OPP ARC 380,1.313598846,103.8607987
BENDEMEER STN EXIT A,1.313918038,103.8631412
PUNGGOL VIEW PRI SCH,1.405831729,103.9047605
TROPICA CONDO,1.349146884,103.9279057
AFT HOUGANG AVE 7,1.362147442,103.8970707
AFT UPP PAYA LEBAR RD,1.341685843,103.8817866
Bedok Resvr Stn Exit A,1.336479005,103.9331174
AFT WATERLOO ST,1.299474847,103.8530319
BLK 306,1.35801859,103.7473497
BEF BT BATOK WEST AVE 5,1.35537738,103.7472707
AFT BT BATOK WEST AVE 5,1.355180504,103.7474825
OPP BLK 305,1.357571794,103.747177
OPP BLK 104B,1.449747424,103.8310058
BLK 104C,1.449606077,103.8315049
BLK 108 CP,1.448045067,103.8324088
BLK 106A,1.448145181,103.8326286
BLK 129A,1.445365633,103.8322531
OPP DURBAN RD,1.45267399,103.8311198
OPP BLK 592C,1.45076912,103.8286244
AFT DURBAN RD,1.453026412,103.8311413
BLK 120A,1.445786128,103.832338
OPP HILLVIEW HTS,1.360866923,103.7642022
BAROSSA GDNS,1.281278555,103.7841524
BLK 461C,1.355024199,103.740934
OPP BLK 461C,1.355392216,103.7410615
BLK 439C,1.35726838,103.7389883
BEF YEW TEE FLYOVER,1.391342802,103.7545083
BEF CHOA CHU KANG NTH 5,1.394147778,103.7529027
BEF TUAS STH AVE 10,1.282075069,103.6361371
OPP BEYONICS TECHNOLOGY,1.332517329,103.643559
SIEM SENG HING,1.331977648,103.6428646
AFT DRAYCOTT PK,1.312672666,103.8303675
AFT BALMORAL RD,1.312598344,103.8319438
NOVARTIS,1.299414164,103.6354716
OPP REC S'PORE,1.275106752,103.6242933
BEF BLK 440A,1.35460709,103.7388638
BLK 461,1.354889942,103.7394215
DULWICH COLLEGE,1.351733274,103.7394494
MILLENIAL INSITUTE,1.350979552,103.7397076
BLK 438A,1.357286179,103.7408807
BLK 148,1.349081506,103.743823
Blk816B,1.375739689,103.7484317
BLK 448B,1.353425321,103.7408838
BLK 490B,1.375477925,103.742012
BET BLKS 801B/801C,1.375414765,103.7422687
OPP BLK 871,1.412401815,103.8375985
BLK 491C,1.361997867,103.9551606
OPP HOME TEAM ACADEMY,1.374621711,103.7219553
HOME TEAM ACADEMY,1.37433092,103.7237522
THE SYNERGY,1.330132456,103.7482094
OPP THE SYNERGY,1.330710505,103.7481569
NG TENG FONG GENERAL HOSP,1.332599336,103.7458138
BLK 608A,1.436287564,103.7974023
OPP THE JAPANESE SEC SCH,1.312413735,103.7546486
BLK 518,1.307852409,103.7585121
OPP BLK 518,1.30746715,103.7583762
BLK 705,1.305192023,103.7604784
TIEN WAH PRESS BLDG,1.304862739,103.7603058
OPP BLK 35,1.333847156,103.8542694
BLK 716,1.30205303,103.7621935
THE JAPANESE SEC SCH,1.312480782,103.7550782
BLK 35,1.33409749,103.8546317
OPP BLK 26,1.332799518,103.8557464
BLK 27,1.332507021,103.8558289
BLK 306 CP,1.390816678,103.8882515
OPP BLK 18,1.442304314,103.7803107
BLK 18,1.442355303,103.7805187
OPP BLK 1,1.351507937,103.8751882
BEF NEW UPP CHANGI RD,1.323030967,103.9195417
OPP BEDOK STH NPC,1.323876853,103.9194192
OPP EIGHTRIUM,1.337820686,103.9637943
MACPHERSON STN EXIT B,1.325062961,103.8907907
BLK 408,1.317912685,103.7490243
OPP BLK 408,1.317750631,103.748657
HORIZON PR SCH,1.399545983,103.9138648
GREENDALE PR SCH,1.396827979,103.9121304
OPP HORIZON PR SCH,1.399362395,103.9139365
BLK 310B,1.409989888,103.900727
OPP PROGEN BLDG,1.443043219,103.7827977
VISIONAIRE,1.447209483,103.8270995
OPP VISIONAIRE,1.447208049,103.8274861
NANYANG CRES HALLS,1.354983899,103.684356
OPP BLK 3,1.322242159,103.9320737
BLK 984,1.381636262,103.8813859
SHUN LI IND PK,1.338342321,103.9116525
BARTLEY BIZ CTR,1.338543559,103.9115376
OPP TECH VIEW,1.33787485,103.9099931
TECH VIEW,1.337375029,103.9091236
OPP ST JOHN HQ,1.302124759,103.8629581
COMPASSVALE INT,1.391120638,103.8971626
LAVENDER STN EXIT B,1.307152676,103.862222
LAVENDER STN EXIT A / ICA,1.307550535,103.8632716
Aft Somapah Rd,1.338437786,103.9604941
Bef Simei Rd,1.338636146,103.9602094
SUTD,1.33982823,103.9639676
OPP SUTD,1.339515213,103.9628703
Upp Changi Stn/opp SUTD,1.341630898,103.961262
Upp Changi Stn/SUTD,1.340759382,103.9613935
OPP ANGLISS BLDG,1.31580988,103.7520621
S'PORE FOOD INDUSTRIES BLDG,1.315641942,103.7517981
BEF PUNGGOL RD,1.395183342,103.9054537
BLK 729,1.42618528,103.8320027
OPP BLK 433B,1.362077443,103.7414201
BLK 433C,1.361867564,103.7416784
OPP KRANJI STN,1.425155508,103.7610497
KRANJI STN,1.425225373,103.7617489
BLK 442D,1.380938037,103.7711727
HILLVIEW STN,1.363122996,103.7673727
BLK 326 CP,1.394586374,103.8885261
BLK 317B,1.394242294,103.8886436
BLK 333B,1.394218824,103.8915208
BLK 325 CP,1.393874483,103.8915959
CHENG LIM STN EXIT B,1.396578467,103.8921624
CHENG LIM STN EXIT A,1.396946963,103.8919598
BLK 325,1.36728539,103.8990697
OPP BLK 321,1.367002324,103.8992253
OPP JUNCTION 10,1.380946125,103.760974
BLK 753,1.377403054,103.9347581
OPP CHIJ KATONG CONVENT,1.306470606,103.9166894
BLK 53,1.305014475,103.9160594
BLK 672C,1.418231042,103.8427955
OPP BLK 672C,1.417665854,103.8422875
8 @ TRADEHUB 21,1.326876617,103.7544545
CLEMENTI STN,1.315195785,103.7654449
PASIR RIS PK,1.38396378,103.9437482
Opp Changi Ct,1.343770151,103.9619568
Changi Ct,1.343467227,103.9621792
OPP BLK 460,1.310895943,103.767467
AFT BLK 467B,1.398431486,103.8773821
BLK 460,1.311475521,103.7674496
OPP BLK 55,1.326622895,103.9186085
OPP CHANGI CITY PT,1.333066236,103.9622365
BEF TAMPINES FIRE STN,1.356086465,103.9289938
AFT TAMPINES AVE 5,1.355702531,103.9292474
AFT TAMPINES AVE 1,1.351744055,103.9266301
THE SONTORINI,1.352184902,103.9273236
OPP REEBONZ BLDG,1.36631005,103.9331868
REEBONZ BLDG,1.365938536,103.9335861
EIGHTRIUM,1.337559181,103.9638443
BUGIS STN EXIT B,1.301238879,103.8561625
BUGIS STN EXIT A,1.301099911,103.8564145
WATERWAY PRI SCH,1.3988863,103.919109
OPP WATERWAY PRI SCH,1.398596288,103.9192459
BER ANCHORVALE ST,1.397833482,103.8933902
AFT ANCHORVALE ST,1.397916509,103.8932729
AFT SUMANG LANE,1.403539663,103.8910388
BEF SUMANG LANE,1.403508312,103.8912587
BLK 338A,1.398914033,103.889501
BLK 334A,1.398721883,103.8898251
AFT JLN BUROH,1.317482832,103.6959873
BEF JLN BUROH,1.31724723,103.6962879
OPP BLK 259 CP,1.40484362,103.8948814
