id,lon,lat
Block 418 CHOA CHU KANG AVE 4 Singapore,103.7414,1.382407
Block 418 CLEMENTI AVE 1 Singapore,103.7702,1.31013
Block 418 FAJAR RD Singapore,103.7689,1.384297
Block 418 HOUGANG AVE 8 Singapore,103.8954,1.376097
Block 418 JURONG WEST ST 42 Singapore,103.7265,1.351205
Block 418 PASIR RIS DR 6 Singapore,103.9543,1.37184
Block 418 SERANGOON CTRL Singapore,103.8754,1.34975
Block 418 TAMPINES ST 41 Singapore,103.9476,1.358315
Block 418 WOODLANDS ST 41 Singapore,103.7749,1.429005
Block 419 ANG MO KIO AVE 10 Singapore,103.8542,1.3654
Block 419 BEDOK NTH ST 1 Singapore,103.9279862,1.3272197
Block 419 BT BATOK WEST AVE 2 Singapore,103.7463,1.362125
Block 419 CANBERRA RD Singapore,103.8188,1.452278
Block 419 CHOA CHU KANG AVE 4 Singapore,103.7415,1.382039
Block 419 FAJAR RD Singapore,103.7695,1.384367
Block 419 HOUGANG AVE 8 Singapore,103.8949,1.376148
Block 419 JURONG WEST ST 42 Singapore,103.7272,1.350999
Block 419 PASIR RIS DR 6 Singapore,103.9547,1.371471
Block 419 SERANGOON CTRL Singapore,103.8757,1.349474
Block 419 TAMPINES ST 41 Singapore,103.9467,1.358265
Block 419 WOODLANDS ST 41 Singapore,103.7746,1.428511
Block 419 YISHUN AVE 11 Singapore,103.8473,1.423755
Block 42 BEDOK STH RD Singapore,103.9407,1.321493
Block 42 CAMBRIDGE RD Singapore,103.8496597,1.3158636
Block 42 CASSIA CRES Singapore,103.8865,1.310501
Block 42 CHAI CHEE ST Singapore,103.9256,1.327988
Block 42 CIRCUIT RD Singapore,103.8864449,1.3272355
Block 42 HOLLAND DR Singapore,103.793,1.307915
Block 42 JLN BAHAGIA Singapore,103.857,1.327219
Block 42 KIM CHENG ST Singapore,103.8316342,1.2844408
Block 42 SIMS DR Singapore,103.876158,1.3170376
Block 42 STIRLING RD Singapore,103.8024,1.298297
Block 42 TELOK BLANGAH RISE Singapore,103.8227058,1.2709676
Block 420 BEDOK NTH ST 1 Singapore,103.9288,1.327704
Block 420 BT BATOK WEST AVE 2 Singapore,103.7458,1.362517
Block 420 CANBERRA RD Singapore,103.8188,1.452683
Block 420 CHOA CHU KANG AVE 4 Singapore,103.7414,1.38134
Block 420 CLEMENTI AVE 1 Singapore,103.7689,1.310245
Block 420 FAJAR RD Singapore,103.7697,1.384586
Block 420 HOUGANG AVE 10 Singapore,103.8949,1.375855
Block 420 JURONG WEST ST 42 Singapore,103.7272,1.350615
Block 420 PASIR RIS DR 6 Singapore,103.9544,1.371619
Block 420 SERANGOON CTRL Singapore,103.8752,1.349129
Block 420 TAMPINES ST 41 Singapore,103.9475,1.357894
Block 420 WOODLANDS ST 41 Singapore,103.7746,1.428145
Block 421 ANG MO KIO AVE 10 Singapore,103.8528,1.365335
Block 421 BEDOK NTH RD Singapore,103.9289,1.328288
Block 421 BT BATOK WEST AVE 2 Singapore,103.7449,1.362521
Block 421 CANBERRA RD Singapore,103.8197,1.452823
Block 421 CHOA CHU KANG AVE 4 Singapore,103.7407,1.381751
Block 421 CLEMENTI AVE 1 Singapore,103.7687,1.309148
Block 421 FAJAR RD Singapore,103.77,1.384444
Block 421 HOUGANG AVE 10 Singapore,103.8952,1.374975
Block 421 JURONG WEST ST 42 Singapore,103.7272,1.350266
Block 421 PASIR RIS DR 6 Singapore,103.9547,1.371105
Block 421 SERANGOON CTRL Singapore,103.875,1.348727
Block 421 TAMPINES ST 41 Singapore,103.9475,1.357528
Block 421 WOODLANDS ST 41 Singapore,103.7747,1.427814
Block 422 ANG MO KIO AVE 3 Singapore,103.8518,1.367963
Block 422 BEDOK NTH RD Singapore,103.9289911,1.3287637
Block 422 BT BATOK WEST AVE 2 Singapore,103.7458,1.362151
Block 422 CANBERRA RD Singapore,103.8184,1.453309
Block 422 CHOA CHU KANG AVE 4 Singapore,103.741,1.382336
Block 422 FAJAR RD Singapore,103.7696,1.385099
Block 422 HOUGANG AVE 6 Singapore,103.894,1.374762
Block 422 JURONG WEST ST 42 Singapore,103.7263,1.350693
Block 422 PASIR RIS DR 6 Singapore,103.9544,1.370591
Block 422 SERANGOON CTRL Singapore,103.8759,1.348869
Block 422 TAMPINES ST 41 Singapore,103.947,1.357312
Block 423 ANG MO KIO AVE 3 Singapore,103.8516,1.368712
Block 423 BEDOK NTH AVE 1 Singapore,103.9279284,1.3280969
Block 423 BT BATOK WEST AVE 2 Singapore,103.7447,1.362084
Block 423 CANBERRA RD Singapore,103.8181,1.453696
Block 423 CHOA CHU KANG AVE 4 Singapore,103.7403,1.382033
Block 423 CLEMENTI AVE 1 Singapore,103.7698,1.309435
Block 423 FAJAR RD Singapore,103.7692,1.385542
Block 423 HOUGANG AVE 6 Singapore,103.894,1.374762
Block 423 JURONG WEST AVE 1 Singapore,103.7255,1.350917
Block 423 PASIR RIS DR 6 Singapore,103.957,1.369817
Block 423 SERANGOON CTRL Singapore,103.8756,1.348505
Block 423 TAMPINES ST 41 Singapore,103.948,1.35716
Block 423 YISHUN AVE 11 Singapore,103.8481,1.42269
Block 424 ANG MO KIO AVE 3 Singapore,103.8508,1.36866
Block 424 BEDOK NTH AVE 1 Singapore,103.9275,1.328479
Block 424 BT BATOK WEST AVE 2 Singapore,103.7456,1.361804
Block 424 CANBERRA RD Singapore,103.8187,1.453784
Block 424 CHOA CHU KANG AVE 4 Singapore,103.7403,1.38146
Block 424 CLEMENTI AVE 1 Singapore,103.7706,1.309613
Block 424 HOUGANG AVE 6 Singapore,103.8934,1.374601
Block 424 JURONG WEST AVE 1 Singapore,103.7249,1.351049
Block 424 PASIR RIS DR 6 Singapore,103.9545,1.370063
Block 424 SERANGOON CTRL Singapore,103.8756,1.348138
Block 424 TAMPINES ST 41 Singapore,103.9482,1.357433
Block 424 WOODLANDS ST 41 Singapore,103.7749,1.427317
Block 424A YISHUN AVE 11 Singapore,103.8494,1.423083
Block 424B YISHUN AVE 11 Singapore,103.8486,1.423205
Block 424C YISHUN AVE 11 Singapore,103.8494,1.423083
Block 424D YISHUN AVE 11 Singapore,103.8493,1.422678
Block 425 ANG MO KIO AVE 3 Singapore,103.8516,1.369189
Block 425 BEDOK NTH RD Singapore,103.9288099,1.3293501
Block 425 BT BATOK WEST AVE 2 Singapore,103.7452,1.361806
Block 425 CANBERRA RD Singapore,103.8186,1.454372
Block 425 CHOA CHU KANG AVE 4 Singapore,103.7394,1.38119
Block 425 CLEMENTI AVE 1 Singapore,103.7712,1.309646
Block 425 FAJAR RD Singapore,103.7695,1.385925
Block 425 HOUGANG AVE 6 Singapore,103.8931,1.374547
Block 425 JURONG WEST AVE 1 Singapore,103.7244,1.351143
Block 425 PASIR RIS DR 6 Singapore,103.9547,1.369571
Block 425 SERANGOON AVE 1 Singapore,103.8766,1.34794
Block 425 TAMPINES ST 41 Singapore,103.9481,1.359063
Block 425 WOODLANDS ST 41 Singapore,103.7739,1.427103
Block 425 YISHUN AVE 11 Singapore,103.8485,1.42239
Block 426 ANG MO KIO AVE 3 Singapore,103.8532,1.369508
Block 426 BEDOK NTH RD Singapore,103.9288,1.329789
Block 426 BT BATOK WEST AVE 2 Singapore,103.7444,1.362085
Block 426 CHOA CHU KANG AVE 4 Singapore,103.7392,1.380587
Block 426 CLEMENTI AVE 3 Singapore,103.7641731,1.3115888
Block 426 FAJAR RD Singapore,103.7695,1.386346
Block 426 HOUGANG AVE 6 Singapore,103.893,1.373697
Block 426 JURONG WEST AVE 1 Singapore,103.7247,1.351651
Block 426 PASIR RIS DR 6 Singapore,103.9557,1.370001
Block 426 SERANGOON AVE 1 Singapore,103.876,1.347839
Block 426 TAMPINES ST 41 Singapore,103.948,1.359564
Block 426 WOODLANDS ST 41 Singapore,103.7733,1.427327
Block 426A YISHUN AVE 11 Singapore,103.8469,1.423407
Block 426B YISHUN AVE 11 Singapore,103.8461,1.423371
Block 426C YISHUN AVE 11 Singapore,103.8463,1.423153
Block 426D YISHUN AVE 11 Singapore,103.8473,1.423179
Block 427 ANG MO KIO AVE 3 Singapore,103.8545,1.369354
Block 427 BEDOK NTH RD Singapore,103.9273597,1.3290657
Block 427 BT PANJANG RING RD Singapore,103.7697,1.386492
Block 427 CHOA CHU KANG AVE 4 Singapore,103.7397,1.380877
Block 427 CLEMENTI AVE 3 Singapore,103.7637884,1.3120117
Block 427 HOUGANG AVE 6 Singapore,103.8931,1.374527
Block 427 JURONG WEST AVE 1 Singapore,103.7255,1.35143
Block 427 PASIR RIS DR 6 Singapore,103.9559,1.37031
Block 427 SERANGOON CTRL Singapore,103.8751,1.347854
Block 427 TAMPINES ST 41 Singapore,103.9485,1.359572
Block 427 WOODLANDS ST 41 Singapore,103.7726,1.427331
Block 427 YISHUN AVE 11 Singapore,103.8484,1.421941
Block 428 ANG MO KIO AVE 3 Singapore,103.8544,1.368989
Block 428 BEDOK NTH RD Singapore,103.928,1.329688
Block 428 BT PANJANG RING RD Singapore,103.7697,1.386714
Block 428 CHOA CHU KANG AVE 4 Singapore,103.74,1.381242
Block 428 CLEMENTI AVE 3 Singapore,103.7631773,1.3125457
Block 428 HOUGANG AVE 6 Singapore,103.8929,1.375109
Block 428 JURONG WEST AVE 1 Singapore,103.7253,1.351646
Block 428 PASIR RIS DR 6 Singapore,103.9565,1.36941
Block 428 TAMPINES ST 41 Singapore,103.949,1.359057
Block 428 WOODLANDS ST 41 Singapore,103.7726,1.426964
Block 428A YISHUN AVE 11 Singapore,103.8474,1.422545
Block 428B YISHUN AVE 11 Singapore,103.8475,1.422147
Block 429 ANG MO KIO AVE 3 Singapore,103.8534,1.369141
Block 429 BT PANJANG RING RD Singapore,103.7699,1.386895
Block 429 CHOA CHU KANG AVE 4 Singapore,103.7402,1.382847
Block 429 CLEMENTI AVE 3 Singapore,103.7628,1.312914
Block 429 HOUGANG AVE 6 Singapore,103.8937,1.375569
Block 429 JURONG WEST AVE 1 Singapore,103.7246,1.351933
Block 429 PASIR RIS DR 6 Singapore,103.9567,1.370086
Block 429 TAMPINES ST 41 Singapore,103.9496,1.359259
Block 429 WOODLANDS ST 41 Singapore,103.7726,1.426597
Block 429A YISHUN AVE 11 Singapore,103.8496,1.422092
Block 429B YISHUN AVE 11 Singapore,103.8492,1.421596
Block 42A SIMS DR Singapore,103.8762,1.316693
Block 43 BEDOK STH RD Singapore,103.9416,1.321561
Block 43 BENDEMEER RD Singapore,103.8658104,1.3210849
Block 43 CAMBRIDGE RD Singapore,103.8494,1.315457
Block 43 CHAI CHEE ST Singapore,103.9255,1.3283802
Block 43 CIRCUIT RD Singapore,103.8855,1.326488
Block 43 HOLLAND DR Singapore,103.7932,1.307109
Block 43 JLN BAHAGIA Singapore,103.8571,1.327108
Block 43 JLN TIGA Singapore,103.8847,1.30813
Block 43 LENGKOK BAHRU Singapore,103.8108943,1.2870413
Block 43 LOR 5 TOA PAYOH Singapore,103.8544675,1.3356529
Block 43 MARINE CRES Singapore,103.913,1.305448
Block 43 MOH GUAN TER Singapore,103.8310681,1.2846815
Block 43 SIMS DR Singapore,103.8766,1.317246
Block 43 STIRLING RD Singapore,103.8026,1.298113
Block 43 TANGLIN HALT RD Singapore,103.7985786,1.2987386
Block 43 TEBAN GDNS RD Singapore,103.7414522,1.3211588
Block 43 TELOK BLANGAH RISE Singapore,103.8232,1.270435
Block 430 ANG MO KIO AVE 3 Singapore,103.8527,1.368956
Block 430 BT PANJANG RING RD Singapore,103.7704,1.386743
Block 430 CHOA CHU KANG AVE 4 Singapore,103.7411,1.383822
Block 430 CLEMENTI AVE 3 Singapore,103.7625769,1.3133084
Block 430 HOUGANG AVE 6 Singapore,103.8934,1.375391
Block 430 JURONG WEST AVE 1 Singapore,103.7257,1.35193
Block 430 TAMPINES ST 41 Singapore,103.9502,1.359782
Block 430A FERNVALE LINK Singapore,103.8785,1.393906
Block 430A YISHUN AVE 11 Singapore,103.8485,1.421395
Block 430B FERNVALE LINK Singapore,103.8782,1.394023
Block 430B YISHUN AVE 11 Singapore,103.8486,1.421163
Block 430C FERNVALE LINK Singapore,103.8788,1.394443
Block 430D FERNVALE LINK Singapore,103.878,1.394843
Block 431 ANG MO KIO AVE 10 Singapore,103.8529,1.368265
Block 431 BT PANJANG RING RD Singapore,103.7706,1.386193
Block 431 CHOA CHU KANG AVE 4 Singapore,103.7415,1.383946
Block 431 CLEMENTI AVE 3 Singapore,103.7626341,1.313793
Block 431 HOUGANG AVE 6 Singapore,103.8931,1.37562
Block 431 JURONG WEST AVE 1 Singapore,103.7247,1.352307
Block 431 TAMPINES ST 41 Singapore,103.9507,1.35934
Block 431A YISHUN AVE 1 Singapore,103.8475,1.419746
Block 431B YISHUN AVE 1 Singapore,103.8476,1.420197
Block 431C YISHUN AVE 1 Singapore,103.8476,1.420197
Block 431D YISHUN AVE 1 Singapore,103.8472,1.420126
Block 432 ANG MO KIO AVE 10 Singapore,103.8535,1.368324
Block 432 BT PANJANG RING RD Singapore,103.7711,1.386244
Block 432 CHOA CHU KANG AVE 4 Singapore,103.7418,1.384622
Block 432 CLEMENTI AVE 3 Singapore,103.7627,1.314067
Block 432 HOUGANG AVE 6 Singapore,103.8931,1.376476
Block 432 JURONG WEST ST 42 Singapore,103.7238,1.352532
Block 432 TAMPINES ST 41 Singapore,103.9506,1.358901
Block 432A SENGKANG WEST WAY Singapore,103.877,1.394896
Block 432A YISHUN AVE 1 Singapore,103.847,1.41954
Block 432B SENGKANG WEST WAY Singapore,103.8772,1.393957
Block 432B YISHUN AVE 1 Singapore,103.8467,1.419009
Block 432C YISHUN AVE 1 Singapore,103.846,1.419465
Block 432D YISHUN AVE 1 Singapore,103.8462,1.4198
Block 433 ANG MO KIO AVE 10 Singapore,103.8545,1.368036
Block 433 BT PANJANG RING RD Singapore,103.7712,1.385738
Block 433 CHOA CHU KANG AVE 4 Singapore,103.7418,1.385044
Block 433 CLEMENTI AVE 3 Singapore,103.7618194,1.3140171
Block 433 HOUGANG AVE 8 Singapore,103.8938,1.376155
Block 433 JURONG WEST ST 42 Singapore,103.7229,1.352757
Block 433 TAMPINES ST 43 Singapore,103.9511,1.359063
Block 433 YISHUN AVE 6 Singapore,103.8474,1.421005
Block 433A SENGKANG WEST WAY Singapore,103.8775,1.394847
Block 433B SENGKANG WEST WAY Singapore,103.8777,1.394222
Block 434 ANG MO KIO AVE 10 Singapore,103.8533,1.367969
Block 434 BT PANJANG RING RD Singapore,103.7706,1.38546
Block 434 CHOA CHU KANG AVE 4 Singapore,103.7413,1.384542
Block 434 CLEMENTI AVE 3 Singapore,103.7615,1.314604
Block 434 HOUGANG AVE 8 Singapore,103.8939,1.37646
Block 434 JURONG WEST ST 42 Singapore,103.7226,1.352393
Block 434 TAMPINES ST 43 Singapore,103.9516,1.359261
Block 434A FERNVALE RD Singapore,103.8762,1.394364
Block 434B FERNVALE RD Singapore,103.8766,1.394724
Block 435 ANG MO KIO AVE 10 Singapore,103.8541,1.367813
Block 435 BT PANJANG RING RD Singapore,103.7704,1.385974
Block 435 CHOA CHU KANG AVE 4 Singapore,103.7411,1.38514
Block 435 CLEMENTI AVE 3 Singapore,103.7625,1.314599
Block 435 HOUGANG AVE 8 Singapore,103.8935,1.377585
Block 435 JURONG WEST ST 42 Singapore,103.7236,1.352167
Block 435 TAMPINES ST 43 Singapore,103.9511,1.359759
Block 435 YISHUN AVE 6 Singapore,103.8476,1.421444
Block 435A FERNVALE RD Singapore,103.8761,1.393442
Block 435B FERNVALE RD Singapore,103.8767,1.393283
Block 435C FERNVALE RD Singapore,103.8769,1.393486
Block 436 ANG MO KIO AVE 10 Singapore,103.8542,1.367305
Block 436 CHOA CHU KANG AVE 4 Singapore,103.7404,1.384671
Block 436 FAJAR RD Singapore,103.7703,1.382281
Block 436 HOUGANG AVE 8 Singapore,103.8936,1.377236
Block 436 JURONG WEST AVE 1 Singapore,103.7229,1.352093
Block 436 TAMPINES ST 43 Singapore,103.9516,1.359627
Block 436 WOODLANDS ST 41 Singapore,103.7746,1.426585
Block 436A FERNVALE RD Singapore,103.8766,1.393241
Block 436B FERNVALE RD Singapore,103.8766,1.392818
Block 436C FERNVALE RD Singapore,103.8769,1.392317
Block 436D FERNVALE RD Singapore,103.8766,1.392095
Block 437 ANG MO KIO AVE 10 Singapore,103.8531,1.367284
Block 437 CHOA CHU KANG AVE 4 Singapore,103.7406,1.384161
Block 437 FAJAR RD Singapore,103.7695,1.382314
Block 437 HOUGANG AVE 8 Singapore,103.8933,1.377192
Block 437 JURONG WEST AVE 1 Singapore,103.7238,1.35187
Block 437 TAMPINES ST 43 Singapore,103.9515,1.359979
Block 437 WOODLANDS ST 41 Singapore,103.7747,1.426952
Block 437 YISHUN AVE 6 Singapore,103.8469,1.421677
Block 438 ANG MO KIO AVE 10 Singapore,103.8538,1.367014
Block 438 CHOA CHU KANG AVE 4 Singapore,103.7397,1.384159
Block 438 FAJAR RD Singapore,103.7701,1.382937
Block 438 HOUGANG AVE 8 Singapore,103.8931,1.378031
Block 438 JURONG WEST AVE 1 Singapore,103.7237,1.351385
Block 438 TAMPINES ST 43 Singapore,103.9516,1.36036
Block 438 YISHUN AVE 11 Singapore,103.8462,1.421745
Block 438A SENGKANG WEST AVE Singapore,103.8774,1.392869
Block 438B SENGKANG WEST AVE Singapore,103.8777,1.392789
Block 439 ANG MO KIO AVE 10 Singapore,103.8533,1.366358
Block 439 CHOA CHU KANG AVE 4 Singapore,103.7401,1.383805
Block 439 FAJAR RD Singapore,103.7704,1.383128
Block 439 HOUGANG AVE 8 Singapore,103.8934,1.378681
Block 439 JURONG WEST AVE 1 Singapore,103.7232,1.351652
Block 439 TAMPINES ST 43 Singapore,103.9511,1.360436
Block 439 YISHUN AVE 11 Singapore,103.8468,1.422109
Block 439A SENGKANG WEST AVE Singapore,103.8777,1.391786
Block 439B SENGKANG WEST AVE Singapore,103.8783,1.392057
Block 439C SENGKANG WEST AVE Singapore,103.8786,1.392248
Block 43A SIMS DR Singapore,103.8766,1.316802
Block 44 BEDOK STH RD Singapore,103.9416,1.321122
Block 44 BENDEMEER RD Singapore,103.8666,1.322221
Block 44 CHAI CHEE ST Singapore,103.9255495,1.3290171
Block 44 CIRCUIT RD Singapore,103.8862,1.326637
Block 44 JLN BAHAGIA Singapore,103.8572,1.327474
Block 44 LENGKOK BAHRU Singapore,103.8116,1.286891
Block 44 LOR 5 TOA PAYOH Singapore,103.8538583,1.3365412
Block 44 MARINE CRES Singapore,103.9131,1.30468
Block 44 MOH GUAN TER Singapore,103.8311,1.284444
Block 44 OWEN RD Singapore,103.8503539,1.3154906
Block 44 SIMS DR Singapore,103.8772052,1.3163667
Block 44 STIRLING RD Singapore,103.8027,1.297783
Block 44 TANGLIN HALT RD Singapore,103.7984654,1.298977
Block 44 TEBAN GDNS RD Singapore,103.7416,1.32081
Block 44 TELOK BLANGAH DR Singapore,103.8106225,1.2714028
Block 440 ANG MO KIO AVE 10 Singapore,103.8541,1.366499
Block 440 CHOA CHU KANG AVE 4 Singapore,103.7392,1.383778
Block 440 FAJAR RD Singapore,103.77,1.383539
Block 440 HOUGANG AVE 8 Singapore,103.8935,1.379157
Block 440 JURONG WEST AVE 1 Singapore,103.7227,1.351299
Block 440 PASIR RIS DR 4 Singapore,103.9582,1.367782
Block 440 TAMPINES ST 43 Singapore,103.9516,1.360799
Block 440 YISHUN AVE 11 Singapore,103.8465,1.422404
Block 440A CLEMENTI AVE 3 Singapore,103.7641,1.315929
Block 440A FERNVALE LINK Singapore,103.8787,1.39331
Block 440B CLEMENTI AVE 3 Singapore,103.764,1.316164
Block 440B FERNVALE LINK Singapore,103.8782,1.393513
Block 440C CLEMENTI AVE 3 Singapore,103.764,1.316164
Block 440C FERNVALE LINK Singapore,103.8782,1.392571
Block 441 ANG MO KIO AVE 10 Singapore,103.8541,1.36606
Block 441 CHOA CHU KANG AVE 4 Singapore,103.7397,1.383242
Block 441 FAJAR RD Singapore,103.7705,1.383469
Block 441 HOUGANG AVE 8 Singapore,103.894,1.378498
Block 441 JURONG WEST AVE 1 Singapore,103.7205,1.351379
Block 441 SIN MING AVE Singapore,103.8315,1.359087
Block 441A CLEMENTI AVE 3 Singapore,103.7646,1.314839
Block 441A FERNVALE RD Singapore,103.8751,1.391226
Block 441B CLEMENTI AVE 3 Singapore,103.764058,1.314864
Block 441B FERNVALE RD Singapore,103.8748,1.391268
Block 441C FERNVALE RD Singapore,103.8749,1.392071
Block 441D FERNVALE RD Singapore,103.8755,1.392239
Block 442 ANG MO KIO AVE 10 Singapore,103.8552,1.365751
Block 442 CHOA CHU KANG AVE 4 Singapore,103.7376,1.380963
Block 442 CLEMENTI AVE 3 Singapore,103.7644,1.314002
Block 442 FAJAR RD Singapore,103.7711,1.3822
Block 442 HOUGANG AVE 8 Singapore,103.8932,1.379285
Block 442 JURONG WEST AVE 1 Singapore,103.7196,1.351535
Block 442 PASIR RIS DR 6 Singapore,103.9577,1.369037
Block 442 SIN MING AVE Singapore,103.8323,1.359284
Block 442 YISHUN AVE 11 Singapore,103.8455,1.423363
Block 442B FAJAR RD Singapore,103.7714,1.381541
Block 442C FAJAR RD Singapore,103.7709,1.381497
Block 442D FAJAR RD Singapore,103.7709,1.381064
Block 443 ANG MO KIO AVE 10 Singapore,103.8553,1.36615
Block 443 CHOA CHU KANG AVE 4 Singapore,103.7372,1.381332
Block 443 CLEMENTI AVE 3 Singapore,103.764,1.314151
Block 443 HOUGANG AVE 8 Singapore,103.8934,1.379518
Block 443 JURONG WEST AVE 1 Singapore,103.7204,1.351811
Block 443 SIN MING AVE Singapore,103.8328,1.358878
Block 443 TAMPINES ST 43 Singapore,103.952,1.358884
Block 443 YISHUN AVE 11 Singapore,103.8451,1.423699
Block 443A FAJAR RD Singapore,103.7697,1.381488
Block 443A FERNVALE RD Singapore,103.8742,1.391235
Block 443B FAJAR RD Singapore,103.7695,1.381008
Block 443B FERNVALE RD Singapore,103.8739,1.391186
Block 443C FAJAR RD Singapore,103.7699,1.380563
Block 443C FERNVALE RD Singapore,103.8739,1.391313
Block 443D FAJAR RD Singapore,103.7706,1.380713
Block 444 ANG MO KIO AVE 10 Singapore,103.8555,1.366637
Block 444 CHOA CHU KANG AVE 4 Singapore,103.7373,1.381624
Block 444 HOUGANG AVE 8 Singapore,103.8939,1.379501
Block 444 JURONG WEST AVE 1 Singapore,103.7194,1.352045
Block 444 SIN MING AVE Singapore,103.8323,1.358515
Block 444 TAMPINES ST 42 Singapore,103.9513,1.358311
Block 445 ANG MO KIO AVE 10 Singapore,103.8556,1.367003
Block 445 CHOA CHU KANG AVE 4 Singapore,103.7372,1.382065
Block 445 HOUGANG AVE 8 Singapore,103.8943,1.379101
Block 445 JURONG WEST ST 42 Singapore,103.7206,1.352171
Block 445 SIN MING AVE Singapore,103.8316,1.35872
Block 445 TAMPINES ST 42 Singapore,103.9505,1.35817
Block 445 YISHUN AVE 11 Singapore,103.8447,1.423208
Block 445A FERNVALE RD Singapore,103.8744,1.392091
Block 445B FERNVALE RD Singapore,103.874,1.392387
Block 446 ANG MO KIO AVE 10 Singapore,103.8552,1.367812
Block 446 BRIGHT HILL DR Singapore,103.8323,1.358057
Block 446 CHOA CHU KANG AVE 4 Singapore,103.7367,1.380821
Block 446 CLEMENTI AVE 3 Singapore,103.765,1.312677
Block 446 HOUGANG AVE 8 Singapore,103.8943,1.378792
Block 446 JURONG WEST ST 42 Singapore,103.7195,1.352191
Block 446 PASIR RIS DR 6 Singapore,103.9573,1.370467
Block 446 TAMPINES ST 42 Singapore,103.951,1.357947
Block 446 YISHUN AVE 11 Singapore,103.8451,1.423073
Block 446B JLN KAYU Singapore,103.8733,1.391804
Block 446C JLN KAYU Singapore,103.8736,1.392228
Block 447 ANG MO KIO AVE 10 Singapore,103.8559,1.367514
Block 447 BRIGHT HILL DR Singapore,103.8319,1.358224
Block 447 BT PANJANG RING RD Singapore,103.7717,1.383328
Block 447 CHOA CHU KANG AVE 4 Singapore,103.7375,1.380615
Block 447 HOUGANG AVE 10 Singapore,103.8949,1.379506
Block 447 JURONG WEST ST 42 Singapore,103.7201,1.352517
Block 447 PASIR RIS DR 6 Singapore,103.9579,1.370828
Block 447 TAMPINES ST 42 Singapore,103.9505,1.357346
Block 447A JLN KAYU Singapore,103.8726,1.392249
Block 447B JLN KAYU Singapore,103.8732,1.392553
Block 448 ANG MO KIO AVE 10 Singapore,103.8564,1.367518
Block 448 BRIGHT HILL DR Singapore,103.8315,1.358427
Block 448 BT PANJANG RING RD Singapore,103.7719,1.383707
Block 448 CHOA CHU KANG AVE 4 Singapore,103.7371,1.380452
Block 448 HOUGANG AVE 10 Singapore,103.8952,1.379132
Block 448 JURONG WEST ST 42 Singapore,103.7194,1.352704
Block 448 PASIR RIS DR 6 Singapore,103.9581,1.370645
Block 448 TAMPINES ST 42 Singapore,103.951,1.357435
Block 448 YISHUN RING RD Singapore,103.8449,1.422484
Block 448A SENGKANG WEST WAY Singapore,103.8731,1.39316
Block 448B SENGKANG WEST WAY Singapore,103.8732,1.393396
Block 449 ANG MO KIO AVE 10 Singapore,103.8559,1.367941
Block 449 BT PANJANG RING RD Singapore,103.7728,1.384076
Block 449 CHOA CHU KANG AVE 4 Singapore,103.7363,1.379211
Block 449 CLEMENTI AVE 3 Singapore,103.764914,1.313385
Block 449 HOUGANG AVE 10 Singapore,103.8952,1.378833
Block 449 JURONG WEST ST 42 Singapore,103.7185,1.352343
Block 449 PASIR RIS DR 6 Singapore,103.9584,1.370875
Block 449 SIN MING AVE Singapore,103.8309,1.358266
Block 449 TAMPINES ST 42 Singapore,103.9511,1.357068
Block 449 YISHUN RING RD Singapore,103.8443,1.422772
Block 45 BENDEMEER RD Singapore,103.8663,1.32269
Block 45 CHAI CHEE ST Singapore,103.9246,1.32877
Block 45 CIRCUIT RD Singapore,103.8861,1.326419
Block 45 HOLLAND DR Singapore,103.7929,1.308628
Block 45 JLN TIGA Singapore,103.8845,1.308641
Block 45 KIM CHENG ST Singapore,103.8315944,1.2842126
Block 45 LENGKOK BAHRU Singapore,103.8126,1.286739
Block 45 LOR 5 TOA PAYOH Singapore,103.8539,1.335892
Block 45 MARINE CRES Singapore,103.9125,1.304537
Block 45 SIMS DR Singapore,103.8784,1.317413
Block 45 TANGLIN HALT RD Singapore,103.7985107,1.2992328
Block 45 TEBAN GDNS RD Singapore,103.7411,1.320063
Block 45 TELOK BLANGAH DR Singapore,103.8096,1.272139
Block 450 ANG MO KIO AVE 10 Singapore,103.8555,1.368469
Block 450 BT PANJANG RING RD Singapore,103.7722,1.384609
Block 450 CHOA CHU KANG AVE 4 Singapore,103.736,1.379726
Block 450 CLEMENTI AVE 3 Singapore,103.7654,1.313558
Block 450 HOUGANG AVE 10 Singapore,103.8955,1.3793
Block 450 JURONG WEST ST 42 Singapore,103.7176,1.352195
Block 450 PASIR RIS DR 6 Singapore,103.958,1.371158
Block 450 SIN MING AVE Singapore,103.8304,1.358416
Block 450 TAMPINES ST 42 Singapore,103.9517,1.357428
Block 450 YISHUN RING RD Singapore,103.8441,1.422128
Block 450A SENGKANG WEST WAY Singapore,103.8735,1.394337
Block 450A TAMPINES ST 42 Singapore,103.9522,1.358379
Block 450B SENGKANG WEST WAY Singapore,103.8733,1.393948
Block 450C SENGKANG WEST WAY Singapore,103.8735,1.393753
Block 450C TAMPINES ST 42 Singapore,103.9522,1.357135
Block 450D TAMPINES ST 42 Singapore,103.9529,1.357131
Block 450E TAMPINES ST 42 Singapore,103.9531,1.357569
Block 450F TAMPINES ST 42 Singapore,103.9532,1.357934
Block 450G TAMPINES ST 42 Singapore,103.9529,1.358375
Block 451 ANG MO KIO AVE 10 Singapore,103.8568,1.369045
