lon,lat,id
103.6781691,1.3463699,268
103.6865248,1.3564455,269
103.6769802,1.3508079,270
103.689856,1.3467085,271
103.6797224,1.339908,272
103.6780914,1.3448988,273
103.6806721,1.3525558,274
103.6818868,1.3398639,275
103.6782577,1.3443143,276
103.6760231,1.3485447,277
103.6900511,1.3564087,278
103.6790856,1.3510655,279
103.6872978,1.3438308,280
103.6788133,1.3434297,281
103.6778636,1.3510912,282
103.6894769,1.3456597,283
103.6789163,1.3407728,284
103.6851297,1.3558824,285
103.6765642,1.350473,286
103.6897784,1.3474138,287
103.680293,1.3396504,288
103.6761372,1.3496229,289
103.6899124,1.3517068,290
103.6781691,1.3460093,291
103.67952,1.3513231,292
103.6830316,1.3404453,293
103.6784652,1.3438196,294
103.6762911,1.3478027,295
103.6781102,1.3465539,296
103.6871689,1.3569018,297
103.6772894,1.3509477,298
103.6898818,1.3462632,299
103.6794721,1.3401914,300
103.6830021,1.3543958,301
103.678055,1.3453359,302
103.6813825,1.339724,303
103.6781757,1.3445397,304
103.6760092,1.348961,305
103.6792402,1.3511133,306
103.6864107,1.3431463,307
103.6787433,1.343599,308
103.6781838,1.3510802,309
103.688829,1.3451004,310
103.67892,1.3414904,311
103.6859947,1.3562136,312
103.6767115,1.3506165,313
103.6898279,1.3470999,314
103.6799654,1.3397093,315
103.6762329,1.3499615,316
103.6898476,1.3497388,317
103.6824758,1.3400994,318
103.6783568,1.3440479,319
103.6760931,1.3482761,320
103.6900716,1.3568923,321
103.678563,1.3510544,322
103.6774808,1.3468115,323
103.6878635,1.3569922,324
103.6775249,1.3510287,325
103.6898045,1.3461197,326
103.6790488,1.3405557,327
103.6848573,1.3557095,328
103.6827447,1.3449535,329
103.6798827,1.3472326,330
103.679705,1.3468584,331
103.6800031,1.3476079,332
103.680557,1.3468513,333
103.6805157,1.3474952,334
103.6808193,1.3450535,335
103.7841233,1.4433275,336
103.7826607,1.4447742,337
103.7825434,1.4460793,338
103.7634839,1.2938468,339
103.7633559,1.293619,340
103.7743206,1.302227,341
103.7721235,1.3026465,342
103.773117,1.3027047,343
103.7721691,1.3041656,344
103.7716327,1.3053274,345
103.7716079,1.3068567,346
103.7717454,1.3076813,347
103.7736875,1.3079606,348
103.7735893,1.3085322,349
103.7734624,1.3085957,350
103.7725964,1.3088965,351
103.7701939,1.301446,352
103.7853925,1.2936218,353
103.7833824,1.2968451,354
103.7829052,1.2972649,355
103.7776965,1.2901812,356
103.7785755,1.2904655,357
103.7723683,1.3055163,358
103.7720361,1.3083841,359
103.7728006,1.3073765,360
103.7716697,1.3055817,361
103.7716972,1.3055033,362
103.7723915,1.3087756,363
103.7721434,1.3087408,364
103.7720764,1.3085799,365
103.7728092,1.3067864,366
103.7722346,1.3087864,367
103.7728456,1.3078869,368
103.7727829,1.3086413,369
103.772193,1.308781,370
103.7723967,1.3055667,371
103.7727621,1.3084947,372
103.7724693,1.3087595,373
103.7727981,1.3085853,374
103.7725471,1.3087408,375
103.7718108,1.3071238,376
103.7722475,1.305475,377
103.7720991,1.3086603,378
103.7721246,1.3087113,379
103.7716628,1.3060478,380
103.7727069,1.3086904,381
103.7723285,1.3087837,382
103.7727685,1.3074541,383
103.7726182,1.3087247,384
103.7717478,1.3067015,385
103.7723982,1.3056177,386
103.7728135,1.3069277,387
103.77241,1.3057417,388
103.7724983,1.3060137,389
103.771894,1.3077098,390
103.7718456,1.3073691,391
103.7717811,1.305469,392
103.7727183,1.3081548,393
103.7723095,1.3054761,394
103.7726409,1.3066789,395
103.772607,1.3066235,396
103.772752,1.3067271,397
103.7725792,1.3065186,398
103.7851665,1.441551,399
103.8501938,1.2949767,400
103.8503585,1.2949622,401
103.8510939,1.2953624,402
103.8505355,1.2947691,403
103.850351,1.2956313,404
103.8504711,1.2948281,405
103.8499883,1.2951177,406
103.8494897,1.296128,407
103.8497647,1.2952999,408
103.8495836,1.296132,409
103.8494542,1.2960717,410
103.8500789,1.2957174,411
103.8496197,1.2955227,412
103.8522091,1.2966275,413
103.8520336,1.2967735,414
103.8518344,1.2962411,415
103.7807676,1.2948519,416
103.7804377,1.2947138,417
103.7807328,1.2947433,418
103.7805155,1.2949417,419
103.7805772,1.2946629,420
103.7806215,1.2947795,421
103.7704774,1.3013231,422
103.7700074,1.294544,423
103.7702543,1.3005897,424
103.7840221,1.4474362,425
103.7849126,1.4477987,426
103.7881594,1.4437386,427
103.7875197,1.4452697,428
103.7842475,1.4432726,429
103.7850196,1.4432761,430
103.7864254,1.4452354,431
103.7857817,1.4459325,432
103.7852238,1.4462135,433
103.7858968,1.4423804,434
103.7768018,1.3300526,435
103.7700418,1.2927018,436
103.769665,1.2931096,437
103.76916,1.2935935,438
103.7697218,1.2937446,439
103.7695108,1.2937531,440
103.8518659,1.2962149,441
103.8518107,1.2962126,442
103.7782402,1.3363324,443
103.778159,1.3361646,444
103.7782481,1.337203,445
103.7735072,1.3298626,446
103.7780116,1.3372184,447
103.7783945,1.3370473,448
103.7730154,1.3305302,449
103.776141,1.335775,450
103.7731754,1.3314254,451
103.7758193,1.3306793,452
103.7701481,1.3325388,453
103.7736303,1.334085,454
103.7745488,1.3296709,455
103.7744601,1.3346023,456
103.7761273,1.3303747,457
103.7773362,1.3366364,458
103.7779042,1.3349649,459
103.7775255,1.3315994,460
103.7776753,1.3330082,461
103.7777272,1.3338413,462
103.7750058,1.3289692,463
103.7774835,1.3297245,464
103.7754707,1.3353283,465
103.8263481,1.2866244,466
103.8256966,1.2865248,467
103.8273593,1.2868323,468
103.8263509,1.2867735,469
103.8255218,1.2868115,470
103.8273666,1.2876177,471
103.826871,1.2878677,472
103.8264768,1.2879983,473
103.8256365,1.2880862,474
103.7806326,1.3057686,475
103.7800315,1.3064828,476
103.7812255,1.306514,477
103.7796791,1.3067097,478
103.7818061,1.3070988,479
103.7821731,1.3075253,480
103.7828784,1.308611,481
103.7824113,1.3089148,482
103.7817306,1.3093135,483
103.7799046,1.3103608,484
103.7722465,1.3105284,485
103.7727919,1.3106108,486
103.773295,1.3108011,487
103.7787241,1.3110263,488
103.7724081,1.3114959,489
103.7777287,1.3116621,490
103.7774947,1.3118493,491
103.7729803,1.3120232,492
103.7767258,1.3121767,493
103.7761121,1.3122841,494
103.775255,1.3122937,495
103.8524469,1.2969133,496
103.852184,1.2969542,497
103.8521209,1.2970067,498
103.8522083,1.2971117,499
103.8512399,1.3018399,500
103.8513006,1.301916,501
103.8509898,1.3020397,502
103.8510505,1.3021157,503
103.8509001,1.3021201,504
103.8512183,1.3021639,505
103.8509596,1.3021946,506
103.8512724,1.3022316,507
103.850636,1.302331,508
103.8509566,1.3023729,509
103.8506955,1.3024055,510
103.8510107,1.3024406,511
103.7810533,1.2988837,512
103.7748077,1.3026178,513
103.7749679,1.3034579,514
103.8486067,1.2981939,515
103.8495895,1.2973074,516
103.8494807,1.2971466,517
103.8492677,1.2977308,518
103.8497703,1.2962652,519
103.8492646,1.2972125,520
103.8493346,1.2974234,521
103.8506806,1.2953773,522
103.8492457,1.2973619,523
103.8484725,1.2978867,524
103.8504709,1.2954606,525
103.8486284,1.2981199,526
103.8494296,1.2971307,527
103.8491825,1.2977201,528
103.8493608,1.2971337,529
103.8509464,1.2954941,530
103.849213,1.2976972,531
103.84954,1.2971519,532
103.8493526,1.2974027,533
103.8492911,1.2971513,534
103.8493062,1.2974021,535
103.8498746,1.2962168,536
103.8503073,1.2963716,537
103.8495452,1.2972813,538
103.8485649,1.2980546,539
103.850005,1.296104,540
103.850285,1.296394,541
103.8485469,1.2978039,542
103.8490805,1.2975059,543
103.8493749,1.2971406,544
103.849578,1.2972109,545
103.8495784,1.2973195,546
103.8498918,1.297221,547
103.8484695,1.2979437,548
103.8493935,1.2971305,549
103.8500673,1.2960221,550
103.8499656,1.2962195,551
103.8486308,1.2982556,552
103.8500231,1.2961216,553
103.8494114,1.2971396,554
103.8506002,1.2953707,555
103.8494064,1.2975347,556
103.8485703,1.2978306,557
103.8495189,1.2971518,558
103.8486048,1.2980629,559
103.8502035,1.2964892,560
103.8505125,1.2955208,561
103.8501865,1.2964201,562
103.8498181,1.2971922,563
103.8494471,1.2971381,564
103.8491128,1.2975612,565
103.84918,1.2976762,566
103.8495786,1.2971809,567
103.8499114,1.2972084,568
103.8493942,1.2975415,569
103.8495601,1.2972732,570
103.8485306,1.2980408,571
103.8495021,1.2971446,572
103.8497895,1.2972185,573
103.8491603,1.2976967,574
103.8494345,1.2975992,575
103.8492855,1.297331,576
103.8494665,1.2971349,577
103.8485023,1.29784,578
103.8495357,1.2972633,579
103.8499034,1.2965057,580
103.848656,1.2981501,581
103.8498223,1.2962309,582
103.8506421,1.2953609,583
103.8485043,1.2980173,584
103.8491216,1.2975571,585
103.8508556,1.2955598,586
103.8495606,1.2972438,587
103.8493431,1.2971416,588
103.8499071,1.2961609,589
103.8493346,1.2973786,590
103.850164,1.2966224,591
103.7765013,1.3282178,592
103.775704,1.3279108,593
103.7761512,1.3282875,594
103.777182,1.3291164,595
103.7773689,1.3294312,596
103.6898127,1.3485565,597
103.6898798,1.3506772,598
103.8568626,1.3762144,599
103.8557294,1.3788761,600
103.8568492,1.3794338,601
103.8576217,1.3766027,602
103.8568519,1.3800113,603
103.8561411,1.3800237,604
103.8558326,1.3794322,605
103.8579998,1.3794643,606
103.8563127,1.3760771,607
103.8554759,1.3759699,608
103.8549971,1.3760986,609
103.8574205,1.3764397,610
103.8572381,1.3763324,611
103.8578496,1.3771047,612
103.8577745,1.3768365,613
103.9619762,1.3398384,614
103.9635909,1.339817,615
103.9613271,1.3399966,616
103.9638601,1.339866,617
103.9639865,1.3398558,618
103.9649186,1.3395823,619
103.9657474,1.3407488,620
103.9623154,1.3412784,621
103.9616905,1.3413927,622
103.9625523,1.3418133,623
103.9650684,1.3434793,624
103.8489573,1.3212266,625
103.7829874,1.2911082,626
103.7826199,1.290734,627
103.7828118,1.2909311,628
103.7829109,1.2910322,629
103.7832007,1.2913156,630
103.7809665,1.2897668,631
103.7728317,1.3104423,632
103.7725169,1.3104886,633
103.7738395,1.3068475,634
103.774251,1.3067614,635
103.7744663,1.3066726,636
103.7746642,1.3065503,637
103.7748537,1.3063499,638
103.7748962,1.3061,639
103.7748857,1.3059816,640
103.7748179,1.3058087,641
103.7746085,1.305673,642
103.7743911,1.3054162,643
103.8542122,1.3263225,644
103.8549692,1.3268178,645
103.8530363,1.3269681,646
103.8547173,1.3269917,647
103.8552475,1.3271712,648
103.8534523,1.3274091,649
103.8538336,1.3280616,650
103.875663,1.314337,651
103.8754105,1.315071,652
103.8754051,1.3141592,653
103.8751369,1.3150763,654
103.8751181,1.3156314,655
103.8751262,1.3152587,656
103.875161,1.3162026,657
103.8764565,1.3165511,658
103.8767784,1.3154303,659
103.8751476,1.3160363,660
103.7810034,1.2987931,661
103.781078,1.3009357,662
103.7795682,1.2996491,663
103.7817061,1.3000695,664
103.7780031,1.3006419,665
103.7785671,1.3009072,666
103.7786418,1.3011201,667
103.7790841,1.3012942,668
103.7761324,1.3037337,669
103.7633026,1.2935241,670
103.7633352,1.2935821,671
103.6829977,1.3466206,672
103.9627034,1.3420123,673
103.9631719,1.3426291,674
103.9641371,1.343855,675
103.7776795,1.3078539,676
103.7867392,1.2989757,677
103.7857964,1.2994202,678
103.7857522,1.29949,679
103.7857359,1.2995971,680
103.7857638,1.2997181,681
103.7873821,1.3001134,682
103.7859361,1.3000672,683
103.7863268,1.3006258,684
103.769631,1.2937483,685
103.7698863,1.2941608,686
103.8184902,1.3204195,687
103.8172031,1.317845,688
103.8173673,1.3179241,689
103.816271,1.3187019,690
103.819992,1.3191522,691
103.8166829,1.318043,692
103.8162661,1.3188201,693
103.8168486,1.3193523,694
103.8177115,1.3199518,695
103.817884,1.3199586,696
103.8181959,1.3199395,697
103.8178352,1.3199496,698
103.8207791,1.3210489,699
103.8186287,1.3193737,700
103.8188841,1.3195925,701
103.8183535,1.3201051,702
103.8185934,1.3206145,703
103.819152,1.3209345,704
103.8195367,1.3212465,705
103.8197198,1.3215041,706
103.6805599,1.3463297,707
103.680554,1.3459998,708
103.6782225,1.3448379,709
103.6785772,1.3439904,710
103.6786193,1.3438799,711
103.6788195,1.3439561,712
103.6784508,1.3449247,713
103.6788724,1.3510609,714
103.6789267,1.351062,715
103.6789274,1.3512977,716
103.6788777,1.3513419,717
103.6786256,1.3515739,718
103.6793927,1.3518393,719
103.6790937,1.3521048,720
103.6829382,1.3470577,721
103.8495581,1.2949158,722
103.849432,1.2947289,723
103.8491281,1.2949033,724
103.8490208,1.2947211,725
103.8486168,1.2949696,726
103.8486572,1.2950343,727
103.8485836,1.2950802,728
103.8485664,1.2952182,729
103.8486473,1.2953279,730
103.8487959,1.2953385,731
103.8488368,1.295313,732
103.8488866,1.2953851,733
103.8485618,1.2951167,734
103.8485569,1.2951715,735
103.8485896,1.295269,736
103.8486156,1.2952985,737
103.848683,1.2953393,738
103.8487415,1.2953511,739
103.6802177,1.344933,740
103.7717954,1.3046437,741
103.8225382,1.2821699,742
103.821865,1.281647,743
103.8213714,1.2822986,744
103.8217979,1.2825748,745
103.7705333,1.2924041,746
103.7702711,1.2926349,747
103.8494912,1.2965527,748
103.8520915,1.2964861,749
103.8519261,1.2966442,750
103.8483983,1.2952696,751
103.8483017,1.2945024,752
103.8491666,1.2945901,753
103.8492832,1.2947683,754
103.8494834,1.294667,755
103.8501183,1.2949378,756
103.8505179,1.2947209,757
103.8511052,1.2953622,758
103.8504058,1.2958927,759
103.8511224,1.2966082,760
103.8488071,1.2984021,761
103.8483978,1.2980583,762
103.8483709,1.2979965,763
103.8484148,1.2978406,764
103.848669,1.2975972,765
103.8489003,1.2973865,766
103.8487146,1.2984109,767
103.8487078,1.2984031,768
103.8498667,1.2949518,769
103.8498806,1.2949702,770
103.849874,1.2949852,771
103.8499387,1.2950922,772
103.8495489,1.2978144,773
103.8495294,1.2978284,774
103.8502411,1.2973093,775
103.850319,1.2972465,776
103.8490797,1.2972161,777
103.8493223,1.2968439,778
103.8493717,1.29676,779
103.8495648,1.2978031,780
103.849133,1.2971654,781
103.8493687,1.2967652,782
103.8517591,1.2960888,783
103.8510719,1.2966855,784
103.8508755,1.2968257,785
103.8494785,1.297863,786
103.8505684,1.2970598,787
103.8500449,1.2966068,788
103.8496797,1.2963659,789
103.848383,1.2979034,790
103.8487608,1.2984184,791
103.8518539,1.2962668,792
103.6823275,1.3469459,793
103.6823254,1.3471576,794
103.6823254,1.3472014,795
103.962746,1.3397566,796
103.9642896,1.3397767,797
103.9647321,1.339585,798
103.9653879,1.3403251,799
103.9661752,1.3411014,800
103.7702215,1.300499,801
103.6834545,1.3490179,802
103.6836409,1.3489339,803
103.6836386,1.3490002,804
103.6834509,1.3489463,805
103.6837259,1.3490622,806
103.6841432,1.3491478,807
103.683995,1.3490833,808
103.6844014,1.3494345,809
103.684446,1.3495498,810
103.6841887,1.3496259,811
103.6839188,1.3495297,812
103.6837302,1.3493314,813
103.6838621,1.3492274,814
103.6842923,1.3494697,815
103.6841463,1.3493097,816
103.6840445,1.3495928,817
103.6843353,1.3496089,818
103.683816,1.3494378,819
103.6837302,1.3492575,820
103.6840078,1.349242,821
103.6840801,1.3492689,822
103.6839339,1.349226,823
103.6842401,1.3493914,824
103.6842722,1.3494335,825
103.6841944,1.3493474,826
103.6842574,1.3492452,827
103.6843507,1.3498486,828
103.6845388,1.3497881,829
103.6841504,1.3498334,830
103.6837857,1.349764,831
103.6836534,1.3496561,832
103.6835613,1.3494035,833
103.6835179,1.3495283,834
103.6833229,1.3493916,835
103.6834112,1.3492395,836
103.6843591,1.3493675,837
103.6818152,1.3462898,838
103.6823305,1.3462888,839
103.682521,1.3422077,840
103.6822148,1.3421185,841
103.682523,1.341871,842
103.6827674,1.3420212,843
103.6818993,1.3422445,844
103.6830089,1.3441247,845
103.6825896,1.343694,846
103.6827918,1.3435921,847
103.6823123,1.3430996,848
103.6821589,1.3432516,849
103.6834687,1.3487743,850
103.6836645,1.3488457,851
103.6786827,1.3451784,852
103.6788635,1.3452316,853
103.6797609,1.3436112,854
103.6799753,1.3435523,855
103.6801527,1.3438429,856
103.6797955,1.3418929,857
103.6794798,1.3419244,858
103.6794484,1.3418963,859
103.6795307,1.3418287,860
103.6795858,1.3418103,861
103.6797247,1.341835,862
103.6796849,1.3418154,863
103.6798856,1.3419846,864
103.6799437,1.3419291,865
103.6798553,1.3418367,866
103.6807108,1.3450545,867
103.6806042,1.3450551,868
103.6806832,1.3445803,869
103.6806391,1.3444298,870
103.6807216,1.3446063,871
103.680604,1.3442822,872
103.6806754,1.3444093,873
103.6805745,1.3443117,874
103.6808437,1.3444838,875
103.6807437,1.3443822,876
103.6808834,1.3438847,877
103.6805505,1.3442301,878
103.6804074,1.3440908,879
103.6811031,1.345457,880
103.6810543,1.3454568,881
103.6811053,1.3453465,882
103.6810559,1.3453466,883
103.6812757,1.3453445,884
103.681276,1.3451162,885
103.6809216,1.345118,886
103.6809212,1.3453464,887
103.6798672,1.3471771,888
103.6798673,1.3472021,889
103.6798661,1.3471389,890
103.6798662,1.3471151,891
103.6798311,1.3471151,892
103.6798322,1.347202,893
103.679882,1.3471385,894
103.679882,1.3471771,895
103.6797058,1.3470291,896
103.6797635,1.3470277,897
103.679797,1.3470532,898
103.6798359,1.3470787,899
103.6798817,1.3470947,900
103.6798418,1.347243,901
103.6797943,1.347269,902
103.6797273,1.3473334,903
103.6797071,1.347379,904
103.6797045,1.3474326,905
103.6797232,1.3474822,906
103.6797554,1.3472985,907
103.6797568,1.3475224,908
103.6798024,1.3475573,909
103.6798493,1.3475814,910
103.6799056,1.3475975,911
103.6799606,1.3476069,912
103.6800046,1.3475366,913
103.6800398,1.3475369,914
103.6800398,1.3475545,915
103.6804301,1.3475527,916
103.6804301,1.347494,917
103.6798318,1.3471722,918
103.680882,1.3478332,919
103.6809504,1.3478238,920
103.6807492,1.3478118,921
103.68111,1.3477152,922
103.6806285,1.34773,923
103.6811445,1.3476689,924
103.680591,1.3476723,925
103.6811762,1.3475983,926
103.6805588,1.3475275,927
103.6806754,1.3444364,928
103.6807388,1.3450033,929
103.6807393,1.3450315,930
103.6807315,1.3449909,931
103.6807317,1.3450442,932
103.680721,1.3449827,933
103.6807221,1.3450503,934
103.6807109,1.3449774,935
103.6806842,1.3449774,936
103.6806039,1.3449774,937
103.6806435,1.3449774,938
103.6785496,1.3446651,939
103.6787013,1.3447306,940
103.678699,1.34484,941
103.6782894,1.3449389,942
103.6784149,1.3442477,943
103.6784006,1.3442095,944
103.6784958,1.3439594,945
103.6788676,1.3449336,946
103.6789236,1.3449331,947
103.6789324,1.3446798,948
103.6789519,1.3445135,949
103.6789253,1.3448405,950
103.6789749,1.3443737,951
103.6789171,1.3443605,952
103.6789437,1.3442366,953
103.6790208,1.3442525,954
103.6796246,1.3443648,955
103.6797078,1.3443815,956
103.6796639,1.3445922,957
103.6794533,1.3447391,958
103.6794622,1.3446435,959
103.6794799,1.3445569,960
103.6796186,1.3448432,961
103.679619,1.3449373,962
103.6797974,1.3449366,963
103.6797971,1.344863,964
103.6800879,1.3449335,965
103.6800876,1.3448617,966
103.6802015,1.3437845,967
103.6812432,1.3462908,968
103.6812416,1.3460887,969
103.6825928,1.3463354,970
103.683029,1.3469033,971
103.6825908,1.3469018,972
103.6812431,1.3462661,973
103.6812417,1.3461201,974
103.6818151,1.3463707,975
103.6823306,1.3463711,976
103.6823282,1.3468491,977
103.6818178,1.3468487,978
103.6825798,1.3471597,979
103.6829462,1.3472039,980
103.6828489,1.3481244,981
103.6828497,1.3483562,982
103.6818184,1.3469426,983
103.6811913,1.3461201,984
103.6811916,1.3462662,985
103.6828405,1.3463363,986
103.6828409,1.3462879,987
103.6828388,1.3469027,988
103.6828384,1.3469495,989
103.6829383,1.3471584,990
103.6836768,1.3488071,991
103.6834767,1.3487429,992
103.6834677,1.3491016,993
103.683458,1.3490618,994
103.6834472,1.349203,995
103.6833841,1.3492693,996
103.6833414,1.3493383,997
103.6839113,1.3489479,998
103.6838712,1.348962,999
103.6839555,1.3489356,1000
103.6837743,1.3490153,1001
103.6837495,1.3490372,1002
103.6838016,1.3489957,1003
103.6836868,1.3490727,1004
103.6836425,1.3490421,1005
103.683638,1.348967,1006
103.6836496,1.3488894,1007
103.6835402,1.3494415,1008
103.6836263,1.3496202,1009
103.6835738,1.3495012,1010
